# Species	Genes	Alg.-Conn.	Poxalicum_114-2.fasta	Scerevisiae_S288C.fasta
1	1	0	PDE_05377	*
1	1	0	PDE_05093	*
1	1	0	PDE_08369	*
1	1	0	PDE_02914	*
1	1	0	PDE_01141	*
1	1	0	PDE_01133	*
1	1	0	PDE_01263	*
1	1	0	PDE_05338	*
1	1	0	PDE_09574	*
1	1	0	PDE_07273	*
1	1	0	PDE_02801	*
1	1	0	PDE_07202	*
1	1	0	PDE_04239	*
1	1	0	PDE_06717	*
1	1	0	PDE_01269	*
1	1	0	PDE_05222	*
1	1	0	PDE_04179	*
1	1	0	PDE_01223	*
1	1	0	PDE_06982	*
1	1	0	PDE_07618	*
1	1	0	PDE_06182	*
1	1	0	PDE_05621	*
1	1	0	PDE_09851	*
1	1	0	PDE_01057	*
1	1	0	PDE_09272	*
1	1	0	PDE_08251	*
1	1	0	PDE_08361	*
1	1	0	PDE_00614	*
1	1	0	PDE_03767	*
1	1	0	PDE_08586	*
1	1	0	PDE_08178	*
1	1	0	PDE_08309	*
1	1	0	PDE_05195	*
1	1	0	PDE_08464	*
1	1	0	PDE_04932	*
1	1	0	PDE_02282	*
1	1	0	PDE_03440	*
1	1	0	PDE_05623	*
1	1	0	PDE_06269	*
1	1	0	PDE_01570	*
1	1	0	PDE_07517	*
1	1	0	PDE_01210	*
1	1	0	PDE_06753	*
1	1	0	PDE_04100	*
1	1	0	PDE_07073	*
1	1	0	PDE_02626	*
1	1	0	PDE_03504	*
1	1	0	PDE_06801	*
1	1	0	PDE_09939	*
1	1	0	PDE_04042	*
1	1	0	PDE_00027	*
1	1	0	PDE_09745	*
1	1	0	PDE_07012	*
1	1	0	PDE_05822	*
1	1	0	PDE_07000	*
1	1	0	PDE_03976	*
1	1	0	PDE_03332	*
1	1	0	PDE_04626	*
1	1	0	PDE_05202	*
1	1	0	PDE_09598	*
1	1	0	PDE_09170	*
1	1	0	PDE_08412	*
1	1	0	PDE_01423	*
1	1	0	PDE_01483	*
1	1	0	PDE_05783	*
1	1	0	PDE_09943	*
1	1	0	PDE_06896	*
1	1	0	PDE_01534	*
1	1	0	PDE_08761	*
1	1	0	PDE_07310	*
1	1	0	PDE_08536	*
1	1	0	PDE_02051	*
1	1	0	PDE_07010	*
1	1	0	PDE_07782	*
1	1	0	PDE_00318	*
1	1	0	PDE_01904	*
1	1	0	PDE_03155	*
1	1	0	PDE_03887	*
1	1	0	PDE_03114	*
1	1	0	PDE_02779	*
1	1	0	PDE_04017	*
1	1	0	PDE_00409	*
1	1	0	PDE_02023	*
1	1	0	PDE_08051	*
1	1	0	PDE_03239	*
1	1	0	PDE_00878	*
1	1	0	PDE_02986	*
1	1	0	PDE_00440	*
1	1	0	PDE_07118	*
1	1	0	PDE_05290	*
1	1	0	PDE_09492	*
1	1	0	PDE_06365	*
1	1	0	PDE_01719	*
1	1	0	PDE_09657	*
1	1	0	PDE_04598	*
1	1	0	PDE_02619	*
1	1	0	PDE_05766	*
1	1	0	PDE_00117	*
1	1	0	PDE_01216	*
1	1	0	PDE_03984	*
1	1	0	PDE_09748	*
1	1	0	PDE_09850	*
1	1	0	PDE_08230	*
1	1	0	PDE_03495	*
1	1	0	PDE_05246	*
1	1	0	PDE_07719	*
1	1	0	PDE_04847	*
1	1	0	PDE_00383	*
1	1	0	PDE_00298	*
1	1	0	PDE_03554	*
1	1	0	PDE_01076	*
1	1	0	PDE_00810	*
1	1	0	PDE_00965	*
1	1	0	PDE_07350	*
1	1	0	PDE_07625	*
1	1	0	PDE_03572	*
1	1	0	PDE_03538	*
1	1	0	PDE_05886	*
1	1	0	PDE_08956	*
1	1	0	PDE_04993	*
1	1	0	PDE_07688	*
1	1	0	PDE_02783	*
1	1	0	PDE_08529	*
1	1	0	PDE_07053	*
1	1	0	PDE_09008	*
1	1	0	PDE_06739	*
1	1	0	PDE_09992	*
1	1	0	PDE_05617	*
1	1	0	PDE_08155	*
1	1	0	PDE_00956	*
1	1	0	PDE_00032	*
1	1	0	PDE_04083	*
1	1	0	PDE_07269	*
1	1	0	PDE_06251	*
1	1	0	PDE_06627	*
1	1	0	PDE_07206	*
1	1	0	PDE_04274	*
1	1	0	PDE_08363	*
1	1	0	PDE_00496	*
1	1	0	PDE_05558	*
1	1	0	PDE_09021	*
1	1	0	PDE_09619	*
1	1	0	PDE_03129	*
1	1	0	PDE_03279	*
1	1	0	PDE_00118	*
1	1	0	PDE_08623	*
1	1	0	PDE_01995	*
1	1	0	PDE_00741	*
1	1	0	PDE_00573	*
1	1	0	PDE_04534	*
1	1	0	PDE_05842	*
1	1	0	PDE_06958	*
1	1	0	PDE_01984	*
1	1	0	PDE_09210	*
1	1	0	PDE_09680	*
1	1	0	PDE_02828	*
1	1	0	PDE_09483	*
1	1	0	PDE_04365	*
1	1	0	PDE_01246	*
1	1	0	PDE_03840	*
1	1	0	PDE_08382	*
1	1	0	PDE_08443	*
1	1	0	PDE_00879	*
1	1	0	PDE_01939	*
1	1	0	PDE_05119	*
1	1	0	PDE_03355	*
1	1	0	PDE_05968	*
1	1	0	PDE_01652	*
1	1	0	PDE_01252	*
1	1	0	PDE_08208	*
1	1	0	PDE_03849	*
1	1	0	PDE_06690	*
1	1	0	PDE_08353	*
1	1	0	PDE_07897	*
1	1	0	PDE_08635	*
1	1	0	PDE_00352	*
1	1	0	PDE_00476	*
1	1	0	PDE_04983	*
1	1	0	PDE_09551	*
1	1	0	PDE_05408	*
1	1	0	PDE_05942	*
1	1	0	PDE_01620	*
1	1	0	PDE_02361	*
1	1	0	PDE_08652	*
1	1	0	PDE_09150	*
1	1	0	PDE_06405	*
1	1	0	PDE_00508	*
1	1	0	PDE_07185	*
1	1	0	PDE_03742	*
1	1	0	PDE_03177	*
1	1	0	PDE_09581	*
1	1	0	PDE_02209	*
1	1	0	PDE_08188	*
1	1	0	PDE_08973	*
1	1	0	PDE_06350	*
1	1	0	PDE_07710	*
1	1	0	PDE_07201	*
1	1	0	PDE_07894	*
1	1	0	PDE_02101	*
1	1	0	PDE_00750	*
1	1	0	PDE_03476	*
1	1	0	PDE_01311	*
1	1	0	PDE_01871	*
1	1	0	PDE_00778	*
1	1	0	PDE_05625	*
1	1	0	PDE_01235	*
1	1	0	PDE_00807	*
1	1	0	PDE_02924	*
1	1	0	PDE_07393	*
1	1	0	PDE_00142	*
1	1	0	PDE_05287	*
1	1	0	PDE_08755	*
1	1	0	PDE_03286	*
1	1	0	PDE_02896	*
1	1	0	PDE_03888	*
1	1	0	PDE_02641	*
1	1	0	PDE_00899	*
1	1	0	PDE_04973	*
1	1	0	PDE_03007	*
1	1	0	PDE_00789	*
1	1	0	PDE_07928	*
1	1	0	PDE_08337	*
1	1	0	PDE_01285	*
1	1	0	PDE_09931	*
1	1	0	PDE_08907	*
1	1	0	PDE_03650	*
1	1	0	PDE_03921	*
1	1	0	PDE_05731	*
1	1	0	PDE_08091	*
1	1	0	PDE_04505	*
1	1	0	PDE_00176	*
1	1	0	PDE_04377	*
1	1	0	PDE_07802	*
1	1	0	PDE_06927	*
1	1	0	PDE_07661	*
1	1	0	PDE_02789	*
1	1	0	PDE_04888	*
1	1	0	PDE_04175	*
1	1	0	PDE_07412	*
1	1	0	PDE_07873	*
1	1	0	PDE_03148	*
1	1	0	PDE_04961	*
1	1	0	PDE_03365	*
1	1	0	PDE_02736	*
1	1	0	PDE_07929	*
1	1	0	PDE_06059	*
1	1	0	PDE_08974	*
1	1	0	PDE_03225	*
1	1	0	PDE_01801	*
1	1	0	PDE_02692	*
1	1	0	PDE_00445	*
1	1	0	PDE_01008	*
1	1	0	PDE_09139	*
1	1	0	PDE_07944	*
1	1	0	PDE_07886	*
1	1	0	PDE_06955	*
1	1	0	PDE_03228	*
1	1	0	PDE_02664	*
1	1	0	PDE_07016	*
1	1	0	PDE_03646	*
1	1	0	PDE_03304	*
1	1	0	PDE_03199	*
1	1	0	PDE_09436	*
1	1	0	PDE_08495	*
1	1	0	PDE_04306	*
1	1	0	PDE_06206	*
1	1	0	PDE_08300	*
1	1	0	PDE_04953	*
1	1	0	PDE_08082	*
1	1	0	PDE_08994	*
1	1	0	PDE_02141	*
1	1	0	PDE_09810	*
1	1	0	PDE_04957	*
1	1	0	PDE_02299	*
1	1	0	PDE_07675	*
1	1	0	PDE_02769	*
1	1	0	PDE_00558	*
1	1	0	PDE_00461	*
1	1	0	PDE_01598	*
1	1	0	PDE_04643	*
1	1	0	PDE_04425	*
1	1	0	PDE_08930	*
1	1	0	PDE_05258	*
1	1	0	PDE_09491	*
1	1	0	PDE_01741	*
1	1	0	PDE_06349	*
1	1	0	PDE_06706	*
1	1	0	PDE_02089	*
1	1	0	PDE_07218	*
1	1	0	PDE_07265	*
1	1	0	PDE_09146	*
1	1	0	PDE_06369	*
1	1	0	PDE_01809	*
1	1	0	PDE_06602	*
1	1	0	PDE_02597	*
1	1	0	PDE_08925	*
1	1	0	PDE_09767	*
1	1	0	PDE_03395	*
1	1	0	PDE_03865	*
1	1	0	PDE_03833	*
1	1	0	PDE_04634	*
1	1	0	PDE_06876	*
1	1	0	PDE_08689	*
1	1	0	PDE_02409	*
1	1	0	PDE_03952	*
1	1	0	PDE_08767	*
1	1	0	PDE_07436	*
1	1	0	PDE_05974	*
1	1	0	PDE_08986	*
1	1	0	PDE_05045	*
1	1	0	PDE_06004	*
1	1	0	PDE_00759	*
1	1	0	PDE_05096	*
1	1	0	PDE_09114	*
1	1	0	PDE_03391	*
1	1	0	PDE_07205	*
1	1	0	PDE_06151	*
1	1	0	PDE_03293	*
1	1	0	PDE_00909	*
1	1	0	PDE_03023	*
1	1	0	PDE_03188	*
1	1	0	PDE_03039	*
1	1	0	PDE_01189	*
1	1	0	PDE_09964	*
1	1	0	PDE_04396	*
1	1	0	PDE_06711	*
1	1	0	PDE_05767	*
1	1	0	PDE_06451	*
1	1	0	PDE_06589	*
1	1	0	PDE_05659	*
1	1	0	PDE_08206	*
1	1	0	PDE_01145	*
1	1	0	PDE_07241	*
1	1	0	PDE_00346	*
1	1	0	PDE_01894	*
1	1	0	PDE_07559	*
1	1	0	PDE_04163	*
1	1	0	PDE_07232	*
1	1	0	PDE_09034	*
1	1	0	PDE_06500	*
1	1	0	PDE_06381	*
1	1	0	PDE_07407	*
1	1	0	PDE_07905	*
1	1	0	PDE_08276	*
1	1	0	PDE_00916	*
1	1	0	PDE_06692	*
1	1	0	PDE_03909	*
1	1	0	PDE_02912	*
1	1	0	PDE_08016	*
1	1	0	PDE_02710	*
1	1	0	PDE_03437	*
1	1	0	PDE_07534	*
1	1	0	PDE_05878	*
1	1	0	PDE_01957	*
1	1	0	PDE_04129	*
1	1	0	PDE_03912	*
1	1	0	PDE_09918	*
1	1	0	PDE_01203	*
1	1	0	PDE_08936	*
1	1	0	PDE_01998	*
1	1	0	PDE_08655	*
1	1	0	PDE_09528	*
1	1	0	PDE_03174	*
1	1	0	PDE_01642	*
1	1	0	PDE_05206	*
1	1	0	PDE_09788	*
1	1	0	PDE_05725	*
1	1	0	PDE_06897	*
1	1	0	PDE_04422	*
1	1	0	PDE_09005	*
1	1	0	PDE_08889	*
1	1	0	PDE_03768	*
1	1	0	PDE_08104	*
1	1	0	PDE_08189	*
1	1	0	PDE_00910	*
1	1	0	PDE_08662	*
1	1	0	PDE_07932	*
1	1	0	PDE_01129	*
1	1	0	PDE_04801	*
1	1	0	PDE_01017	*
1	1	0	PDE_03309	*
1	1	0	PDE_05775	*
1	1	0	PDE_09635	*
1	1	0	PDE_09029	*
1	1	0	PDE_08736	*
1	1	0	PDE_01847	*
1	1	0	PDE_06634	*
1	1	0	PDE_04466	*
1	1	0	PDE_04326	*
1	1	0	PDE_09703	*
1	1	0	PDE_09887	*
1	1	0	PDE_03255	*
1	1	0	PDE_03145	*
1	1	0	PDE_09283	*
1	1	0	PDE_00084	*
1	1	0	PDE_03522	*
1	1	0	PDE_03366	*
1	1	0	PDE_02469	*
1	1	0	PDE_04821	*
1	1	0	PDE_08140	*
1	1	0	PDE_02308	*
1	1	0	PDE_00630	*
1	1	0	PDE_00922	*
1	1	0	PDE_00801	*
1	1	0	PDE_04511	*
1	1	0	PDE_03101	*
1	1	0	PDE_05818	*
1	1	0	PDE_03243	*
1	1	0	PDE_04811	*
1	1	0	PDE_00216	*
1	1	0	PDE_02106	*
1	1	0	PDE_03635	*
1	1	0	PDE_03661	*
1	1	0	PDE_02885	*
1	1	0	PDE_07812	*
1	1	0	PDE_09772	*
1	1	0	PDE_08543	*
1	1	0	PDE_03940	*
1	1	0	PDE_09612	*
1	1	0	PDE_06820	*
1	1	0	PDE_00518	*
1	1	0	PDE_07569	*
1	1	0	PDE_06846	*
1	1	0	PDE_00775	*
1	1	0	PDE_01909	*
1	1	0	PDE_02635	*
1	1	0	PDE_08148	*
1	1	0	PDE_00514	*
1	1	0	PDE_05801	*
1	1	0	PDE_02933	*
1	1	0	PDE_00214	*
1	1	0	PDE_08831	*
1	1	0	PDE_00105	*
1	1	0	PDE_03161	*
1	1	0	PDE_04911	*
1	1	0	PDE_09454	*
1	1	0	PDE_02652	*
1	1	0	PDE_09507	*
1	1	0	PDE_02812	*
1	1	0	PDE_08785	*
1	1	0	PDE_03537	*
1	1	0	PDE_05534	*
1	1	0	PDE_04171	*
1	1	0	PDE_05224	*
1	1	0	PDE_01055	*
1	1	0	PDE_01683	*
1	1	0	PDE_06102	*
1	1	0	PDE_07139	*
1	1	0	PDE_02972	*
1	1	0	PDE_00246	*
1	1	0	PDE_04190	*
1	1	0	PDE_05520	*
1	1	0	PDE_08009	*
1	1	0	PDE_06371	*
1	1	0	PDE_06060	*
1	1	0	PDE_08351	*
1	1	0	PDE_09981	*
1	1	0	PDE_01212	*
1	1	0	PDE_01397	*
1	1	0	PDE_05071	*
1	1	0	PDE_02370	*
1	1	0	PDE_01096	*
1	1	0	PDE_00330	*
1	1	0	PDE_04732	*
1	1	0	PDE_05441	*
1	1	0	PDE_00325	*
1	1	0	PDE_00594	*
1	1	0	PDE_05266	*
1	1	0	PDE_02589	*
1	1	0	PDE_04267	*
1	1	0	PDE_02149	*
1	1	0	PDE_04324	*
1	1	0	PDE_09252	*
1	1	0	PDE_08650	*
1	1	0	PDE_03737	*
1	1	0	PDE_00551	*
1	1	0	PDE_03679	*
1	1	0	PDE_02818	*
1	1	0	PDE_09065	*
1	1	0	PDE_06429	*
1	1	0	PDE_02525	*
1	1	0	PDE_08584	*
1	1	0	PDE_09785	*
1	1	0	PDE_00074	*
1	1	0	PDE_01187	*
1	1	0	PDE_04241	*
1	1	0	PDE_00353	*
1	1	0	PDE_03281	*
1	1	0	PDE_04073	*
1	1	0	PDE_04386	*
1	1	0	PDE_08078	*
1	1	0	PDE_08592	*
1	1	0	PDE_00914	*
1	1	0	PDE_04498	*
1	1	0	PDE_08413	*
1	1	0	PDE_01962	*
1	1	0	PDE_07480	*
1	1	0	PDE_07566	*
1	1	0	PDE_09508	*
1	1	0	PDE_00718	*
1	1	0	PDE_00843	*
1	1	0	PDE_00296	*
1	1	0	PDE_09313	*
1	1	0	PDE_09690	*
1	1	0	PDE_04991	*
1	1	0	PDE_09909	*
1	1	0	PDE_05859	*
1	1	0	PDE_07787	*
1	1	0	PDE_01639	*
1	1	0	PDE_05827	*
1	1	0	PDE_05142	*
1	1	0	PDE_02412	*
1	1	0	PDE_04451	*
1	1	0	PDE_02551	*
1	1	0	PDE_00483	*
1	1	0	PDE_07260	*
1	1	0	PDE_03294	*
1	1	0	PDE_02615	*
1	1	0	PDE_07446	*
1	1	0	PDE_00307	*
1	1	0	PDE_01508	*
1	1	0	PDE_05612	*
1	1	0	PDE_08335	*
1	1	0	PDE_05067	*
1	1	0	PDE_00070	*
1	1	0	PDE_02397	*
1	1	0	PDE_05021	*
1	1	0	PDE_07552	*
1	1	0	PDE_04142	*
1	1	0	PDE_04788	*
1	1	0	PDE_06443	*
1	1	0	PDE_05916	*
1	1	0	PDE_04032	*
1	1	0	PDE_08070	*
1	1	0	PDE_00100	*
1	1	0	PDE_02085	*
1	1	0	PDE_04758	*
1	1	0	PDE_03748	*
1	1	0	PDE_07750	*
1	1	0	PDE_03649	*
1	1	0	PDE_04722	*
1	1	0	PDE_00720	*
1	1	0	PDE_06944	*
1	1	0	PDE_01798	*
1	1	0	PDE_01997	*
1	1	0	PDE_05748	*
1	1	0	PDE_00376	*
1	1	0	PDE_02066	*
1	1	0	PDE_03320	*
1	1	0	PDE_05686	*
1	1	0	PDE_07805	*
1	1	0	PDE_04413	*
1	1	0	PDE_04540	*
1	1	0	PDE_03532	*
1	1	0	PDE_09258	*
1	1	0	PDE_00392	*
1	1	0	PDE_00976	*
1	1	0	PDE_04440	*
1	1	0	PDE_02941	*
1	1	0	PDE_04300	*
1	1	0	PDE_07755	*
1	1	0	PDE_00931	*
1	1	0	PDE_03930	*
1	1	0	PDE_05410	*
1	1	0	PDE_02109	*
1	1	0	PDE_04275	*
1	1	0	PDE_07429	*
1	1	0	PDE_01631	*
1	1	0	PDE_00033	*
1	1	0	PDE_02887	*
1	1	0	PDE_07833	*
1	1	0	PDE_08424	*
1	1	0	PDE_00834	*
1	1	0	PDE_02376	*
1	1	0	PDE_02516	*
1	1	0	PDE_07406	*
1	1	0	PDE_05496	*
1	1	0	PDE_06033	*
1	1	0	PDE_02461	*
1	1	0	PDE_04128	*
1	1	0	PDE_05943	*
1	1	0	PDE_04312	*
1	1	0	PDE_09888	*
1	1	0	PDE_05674	*
1	1	0	PDE_07644	*
1	1	0	PDE_07030	*
1	1	0	PDE_07536	*
1	1	0	PDE_04116	*
1	1	0	PDE_09537	*
1	1	0	PDE_08319	*
1	1	0	PDE_00012	*
1	1	0	PDE_06230	*
1	1	0	PDE_09076	*
1	1	0	PDE_00402	*
1	1	0	PDE_02173	*
1	1	0	PDE_01973	*
1	1	0	PDE_05883	*
1	1	0	PDE_07216	*
1	1	0	PDE_09750	*
1	1	0	PDE_03680	*
1	1	0	PDE_04864	*
1	1	0	PDE_04041	*
1	1	0	PDE_02640	*
1	1	0	PDE_00869	*
1	1	0	PDE_08352	*
1	1	0	PDE_08873	*
1	1	0	PDE_06662	*
1	1	0	PDE_08356	*
1	1	0	PDE_07082	*
1	1	0	PDE_04301	*
1	1	0	PDE_06041	*
1	1	0	PDE_08060	*
1	1	0	PDE_08394	*
1	1	0	PDE_10005	*
1	1	0	PDE_01134	*
1	1	0	PDE_05892	*
1	1	0	PDE_00997	*
1	1	0	PDE_04307	*
1	1	0	PDE_02810	*
1	1	0	PDE_00605	*
1	1	0	PDE_04465	*
1	1	0	PDE_01373	*
1	1	0	PDE_01300	*
1	1	0	PDE_00737	*
1	1	0	PDE_04550	*
1	1	0	PDE_01767	*
1	1	0	PDE_01749	*
1	1	0	PDE_08323	*
1	1	0	PDE_02853	*
1	1	0	PDE_00593	*
1	1	0	PDE_08830	*
1	1	0	PDE_04501	*
1	1	0	PDE_07029	*
1	1	0	PDE_01638	*
1	1	0	PDE_06051	*
1	1	0	PDE_07136	*
1	1	0	PDE_09243	*
1	1	0	PDE_05618	*
1	1	0	PDE_06551	*
1	1	0	PDE_00023	*
1	1	0	PDE_00385	*
1	1	0	PDE_09010	*
1	1	0	PDE_08220	*
1	1	0	PDE_07732	*
1	1	0	PDE_01893	*
1	1	0	PDE_07768	*
1	1	0	PDE_04682	*
1	1	0	PDE_08167	*
1	1	0	PDE_09776	*
1	1	0	PDE_08578	*
1	1	0	PDE_09337	*
1	1	0	PDE_09231	*
1	1	0	PDE_05778	*
1	1	0	PDE_07987	*
1	1	0	PDE_04357	*
1	1	0	PDE_00913	*
1	1	0	PDE_04612	*
1	1	0	PDE_00487	*
1	1	0	PDE_06124	*
1	1	0	PDE_04125	*
1	1	0	PDE_03544	*
1	1	0	PDE_03411	*
1	1	0	PDE_09746	*
1	1	0	PDE_05807	*
1	1	0	PDE_06115	*
1	1	0	PDE_01958	*
1	1	0	PDE_03980	*
1	1	0	PDE_08694	*
1	1	0	PDE_02529	*
1	1	0	PDE_06384	*
1	1	0	PDE_03810	*
1	1	0	PDE_06293	*
1	1	0	PDE_08004	*
1	1	0	PDE_04560	*
1	1	0	PDE_07715	*
1	1	0	PDE_07981	*
1	1	0	PDE_07296	*
1	1	0	PDE_04886	*
1	1	0	PDE_00692	*
1	1	0	PDE_00289	*
1	1	0	PDE_08803	*
1	1	0	PDE_07417	*
1	1	0	PDE_02900	*
1	1	0	PDE_07915	*
1	1	0	PDE_00151	*
1	1	0	PDE_00649	*
1	1	0	PDE_02369	*
1	1	0	PDE_05626	*
1	1	0	PDE_08881	*
1	1	0	PDE_06181	*
1	1	0	PDE_03417	*
1	1	0	PDE_04471	*
1	1	0	PDE_02918	*
1	1	0	PDE_02443	*
1	1	0	PDE_04812	*
1	1	0	PDE_01872	*
1	1	0	PDE_06651	*
1	1	0	PDE_06638	*
1	1	0	PDE_01951	*
1	1	0	PDE_00552	*
1	1	0	PDE_06199	*
1	1	0	PDE_01515	*
1	1	0	PDE_03699	*
1	1	0	PDE_00760	*
1	1	0	PDE_08421	*
1	1	0	PDE_02860	*
1	1	0	PDE_00657	*
1	1	0	PDE_05487	*
1	1	0	PDE_04014	*
1	1	0	PDE_09843	*
1	1	0	PDE_01422	*
1	1	0	PDE_01836	*
1	1	0	PDE_02580	*
1	1	0	PDE_00536	*
1	1	0	PDE_00658	*
1	1	0	PDE_06420	*
1	1	0	PDE_04836	*
1	1	0	PDE_08452	*
1	1	0	PDE_07844	*
1	1	0	PDE_07137	*
1	1	0	PDE_04067	*
1	1	0	PDE_05555	*
1	1	0	PDE_08903	*
1	1	0	PDE_04022	*
1	1	0	PDE_06213	*
1	1	0	PDE_08266	*
1	1	0	PDE_08258	*
1	1	0	PDE_02047	*
1	1	0	PDE_04367	*
1	1	0	PDE_08325	*
1	1	0	PDE_09666	*
1	1	0	PDE_01142	*
1	1	0	PDE_04070	*
1	1	0	PDE_05580	*
1	1	0	PDE_08952	*
1	1	0	PDE_04064	*
1	1	0	PDE_03878	*
1	1	0	PDE_06635	*
1	1	0	PDE_06871	*
1	1	0	PDE_09797	*
1	1	0	PDE_02855	*
1	1	0	PDE_01293	*
1	1	0	PDE_08241	*
1	1	0	PDE_07289	*
1	1	0	PDE_06654	*
1	1	0	PDE_05956	*
1	1	0	PDE_06392	*
1	1	0	PDE_02312	*
1	1	0	PDE_07544	*
1	1	0	PDE_01769	*
1	1	0	PDE_08834	*
1	1	0	PDE_09284	*
1	1	0	PDE_06816	*
1	1	0	PDE_05894	*
1	1	0	PDE_00178	*
1	1	0	PDE_03877	*
1	1	0	PDE_05538	*
1	1	0	PDE_08901	*
1	1	0	PDE_06784	*
1	1	0	PDE_05681	*
1	1	0	PDE_01857	*
1	1	0	PDE_08884	*
1	1	0	PDE_04091	*
1	1	0	PDE_01323	*
1	1	0	PDE_06689	*
1	1	0	PDE_06498	*
1	1	0	PDE_02263	*
1	1	0	PDE_04001	*
1	1	0	PDE_09989	*
1	1	0	PDE_03704	*
1	1	0	PDE_04813	*
1	1	0	PDE_08064	*
1	1	0	PDE_07645	*
1	1	0	PDE_08162	*
1	1	0	PDE_04202	*
1	1	0	PDE_00993	*
1	1	0	PDE_01178	*
1	1	0	PDE_07637	*
1	1	0	PDE_09846	*
1	1	0	PDE_04705	*
1	1	0	PDE_00014	*
1	1	0	PDE_06403	*
1	1	0	PDE_07860	*
1	1	0	PDE_06020	*
1	1	0	PDE_00915	*
1	1	0	PDE_00400	*
1	1	0	PDE_02455	*
1	1	0	PDE_09694	*
1	1	0	PDE_02065	*
1	1	0	PDE_09582	*
1	1	0	PDE_02633	*
1	1	0	PDE_02122	*
1	1	0	PDE_08370	*
1	1	0	PDE_05155	*
1	1	0	PDE_05741	*
1	1	0	PDE_09587	*
1	1	0	PDE_01531	*
1	1	0	PDE_01239	*
1	1	0	PDE_05551	*
1	1	0	PDE_03422	*
1	1	0	PDE_05217	*
1	1	0	PDE_01758	*
1	1	0	PDE_06067	*
1	1	0	PDE_07215	*
1	1	0	PDE_08607	*
1	1	0	PDE_07888	*
1	1	0	PDE_08019	*
1	1	0	PDE_07848	*
1	1	0	PDE_08509	*
1	1	0	PDE_01221	*
1	1	0	PDE_01636	*
1	1	0	PDE_06413	*
1	1	0	PDE_05655	*
1	1	0	PDE_04383	*
1	1	0	PDE_02052	*
1	1	0	PDE_03533	*
1	1	0	PDE_03966	*
1	1	0	PDE_04304	*
1	1	0	PDE_00021	*
1	1	0	PDE_07721	*
1	1	0	PDE_04134	*
1	1	0	PDE_08928	*
1	1	0	PDE_06172	*
1	1	0	PDE_09878	*
1	1	0	PDE_03019	*
1	1	0	PDE_08426	*
1	1	0	PDE_00343	*
1	1	0	PDE_02704	*
1	1	0	PDE_00042	*
1	1	0	PDE_05908	*
1	1	0	PDE_04880	*
1	1	0	PDE_01215	*
1	1	0	PDE_05438	*
1	1	0	PDE_03447	*
1	1	0	PDE_03236	*
1	1	0	PDE_03845	*
1	1	0	PDE_06963	*
1	1	0	PDE_07892	*
1	1	0	PDE_09999	*
1	1	0	PDE_00853	*
1	1	0	PDE_09944	*
1	1	0	PDE_05680	*
1	1	0	PDE_06581	*
1	1	0	PDE_07246	*
1	1	0	PDE_04780	*
1	1	0	PDE_04855	*
1	1	0	PDE_05034	*
1	1	0	PDE_05765	*
1	1	0	PDE_04775	*
1	1	0	PDE_08006	*
1	1	0	PDE_09830	*
1	1	0	PDE_03338	*
1	1	0	PDE_07861	*
1	1	0	PDE_04376	*
1	1	0	PDE_04691	*
1	1	0	PDE_06908	*
1	1	0	PDE_03079	*
1	1	0	PDE_04107	*
1	1	0	PDE_01231	*
1	1	0	PDE_09270	*
1	1	0	PDE_01146	*
1	1	0	PDE_05648	*
1	1	0	PDE_00705	*
1	1	0	PDE_00115	*
1	1	0	PDE_01123	*
1	1	0	PDE_09193	*
1	1	0	PDE_05611	*
1	1	0	PDE_04850	*
1	1	0	PDE_08342	*
1	1	0	PDE_03247	*
1	1	0	PDE_04678	*
1	1	0	PDE_06677	*
1	1	0	PDE_09834	*
1	1	0	PDE_00519	*
1	1	0	PDE_05949	*
1	1	0	PDE_06991	*
1	1	0	PDE_09387	*
1	1	0	PDE_06673	*
1	1	0	PDE_03988	*
1	1	0	PDE_02458	*
1	1	0	PDE_03982	*
1	1	0	PDE_04536	*
1	1	0	PDE_03721	*
1	1	0	PDE_02549	*
1	1	0	PDE_07804	*
1	1	0	PDE_05963	*
1	1	0	PDE_05080	*
1	1	0	PDE_04554	*
1	1	0	PDE_01988	*
1	1	0	PDE_07312	*
1	1	0	PDE_09576	*
1	1	0	PDE_02165	*
1	1	0	PDE_09212	*
1	1	0	PDE_00830	*
1	1	0	PDE_08061	*
1	1	0	PDE_04761	*
1	1	0	PDE_09625	*
1	1	0	PDE_01137	*
1	1	0	PDE_03812	*
1	1	0	PDE_04789	*
1	1	0	PDE_07589	*
1	1	0	PDE_04965	*
1	1	0	PDE_07874	*
1	1	0	PDE_07914	*
1	1	0	PDE_02105	*
1	1	0	PDE_01000	*
1	1	0	PDE_04034	*
1	1	0	PDE_05356	*
1	1	0	PDE_07171	*
1	1	0	PDE_09630	*
1	1	0	PDE_03708	*
1	1	0	PDE_07904	*
1	1	0	PDE_02127	*
1	1	0	PDE_02718	*
1	1	0	PDE_06016	*
1	1	0	PDE_00788	*
1	1	0	PDE_02611	*
1	1	0	PDE_09827	*
1	1	0	PDE_09957	*
1	1	0	PDE_05170	*
1	1	0	PDE_07705	*
1	1	0	PDE_01339	*
1	1	0	PDE_04154	*
1	1	0	PDE_09932	*
1	1	0	PDE_07585	*
1	1	0	PDE_09070	*
1	1	0	PDE_05169	*
1	1	0	PDE_07865	*
1	1	0	PDE_06332	*
1	1	0	PDE_02398	*
