# Species	Genes	Alg.-Conn.	Penicillium_sp_2HH.fasta	A.nidulans_FGSC_A4_v.s10-m04-r16.fasta
2	2	1	PECH_003990	AN2037
2	2	1	PECH_003991	AN2663
2	2	1	PECH_003992	AN7799
2	2	1	PECH_003994	AN0756
2	2	1	PECH_003995	AN0757
2	2	1	PECH_003996	AN0747
2	2	1	PECH_003997	AN0746
2	2	1	PECH_003998	AN0745
2	2	1	PECH_003999	AN0736
2	2	1	PECH_004000	AN0762
2	2	1	PECH_004001	AN0763
2	2	1	PECH_004002	AN0767
2	2	1	PECH_004003	AN0766
2	2	1	PECH_004004	AN0764
2	2	1	PECH_004005	AN10119
2	2	1	PECH_004006	AN0770
2	2	1	PECH_004007	AN0771
2	2	1	PECH_004010	AN0773
2	2	1	PECH_004011	AN3889
2	2	1	PECH_004012	AN10120
2	2	1	PECH_000048	AN2993
2	2	1	PECH_004014	AN0774
2	2	1	PECH_004015	AN0775
2	2	1	PECH_004016	AN0776
2	2	1	PECH_004017	AN12472
2	2	1	PECH_004018	AN0777
2	2	1	PECH_004020	AN0778
2	2	1	PECH_004021	AN10155
2	2	1	PECH_004022	AN0779
2	2	1	PECH_004024	AN0780
2	2	1	PECH_004025	AN0781
2	2	1	PECH_004026	AN0782
2	2	1	PECH_000047	AN2992
2	2	1	PECH_004033	AN10660
2	2	1	PECH_004034	AN0783
2	2	1	PECH_004035	AN0784
2	2	1	PECH_004036	AN0785
2	2	1	PECH_004037	AN0786
2	2	1	PECH_004038	AN0794
2	2	1	PECH_004039	AN0795
2	2	1	PECH_004040	AN0796
2	2	1	PECH_004041	AN8485
2	2	1	PECH_004042	AN0797
2	2	1	PECH_004043	AN0787
2	2	1	PECH_004045	AN0802
2	2	1	PECH_004046	AN0803
2	2	1	PECH_004047	AN0804
2	2	1	PECH_004049	AN10456
2	2	1	PECH_004050	AN1120
2	2	1	PECH_004051	AN1119
2	2	1	PECH_004052	AN1118
2	2	1	PECH_004054	AN1117
2	2	1	PECH_004055	AN1116
2	2	1	PECH_004056	AN1115
2	2	1	PECH_004058	AN1114
2	2	1	PECH_004061	AN8089
2	2	1	PECH_004062	AN8088
2	2	1	PECH_004064	AN0995
2	2	1	PECH_004066	AN0996
2	2	1	PECH_004067	AN0997
2	2	1	PECH_004069	AN0998
2	2	1	PECH_004071	AN0592
2	2	1	PECH_004072	AN0591
2	2	1	PECH_004074	AN0590
2	2	1	PECH_004075	AN0589
2	2	1	PECH_000046	AN2991
2	2	1	PECH_004077	AN0585
2	2	1	PECH_004078	AN0311
2	2	1	PECH_004079	AN0312
2	2	1	PECH_004080	AN0313
2	2	1	PECH_004081	AN0314
2	2	1	PECH_004082	AN0315
2	2	1	PECH_004083	AN0316
2	2	1	PECH_004084	AN2744
2	2	1	PECH_004085	AN2743
2	2	1	PECH_004086	AN2742
2	2	1	PECH_004087	AN2741
2	2	1	PECH_004090	AN2740
2	2	1	PECH_004091	AN8872
2	2	1	PECH_004092	AN8871
2	2	1	PECH_004093	AN2731
2	2	1	PECH_004094	AN12316
2	2	1	PECH_004095	AN2733
2	2	1	PECH_004099	AN2736
2	2	1	PECH_004100	AN2734
2	2	1	PECH_004101	AN2735
2	2	1	PECH_004103	AN2737
2	2	1	PECH_004104	AN2421
2	2	1	PECH_004105	AN2419
2	2	1	PECH_004106	AN6039
2	2	1	PECH_004107	AN6038
2	2	1	PECH_004108	AN6037
2	2	1	PECH_004109	AN6036
2	2	1	PECH_004110	AN6035
2	2	1	PECH_004113	AN6045
2	2	1	PECH_004114	AN6044
2	2	1	PECH_004115	AN8661
2	2	1	PECH_004116	AN6934
2	2	1	PECH_004117	AN8628
2	2	1	PECH_004118	AN8080
2	2	1	PECH_004119	AN7607
2	2	1	PECH_004120	AN9184
2	2	1	PECH_004123	AN8741
2	2	1	PECH_004124	AN4169
2	2	1	PECH_004125	AN7776
2	2	1	PECH_004126	AN7775
2	2	1	PECH_004127	AN11159
2	2	1	PECH_000044	AN2989
2	2	1	PECH_004130	AN2786
2	2	1	PECH_004131	AN10508
2	2	1	PECH_004132	AN4170
2	2	1	PECH_004133	AN4171
2	2	1	PECH_004135	AN4172
2	2	1	PECH_004136	AN4174
2	2	1	PECH_004137	AN4175
2	2	1	PECH_004138	AN10531
2	2	1	PECH_004139	AN10513
2	2	1	PECH_004140	AN4182
2	2	1	PECH_004141	AN3958
2	2	1	PECH_004142	AN3957
2	2	1	PECH_004143	AN3956
2	2	1	PECH_004144	AN3952
2	2	1	PECH_004147	AN1891
2	2	1	PECH_004148	AN1892
2	2	1	PECH_004149	AN1893
2	2	1	PECH_004150	AN1895
2	2	1	PECH_004151	AN1896
2	2	1	PECH_004152	AN1897
2	2	1	PECH_004153	AN1898
2	2	1	PECH_004154	AN1899
2	2	1	PECH_004155	AN1900
2	2	1	PECH_004156	AN1902
2	2	1	PECH_004158	AN1904
2	2	1	PECH_004159	AN1905
2	2	1	PECH_004160	AN1906
2	2	1	PECH_004161	AN1908
2	2	1	PECH_004162	AN1909
2	2	1	PECH_000043	AN2988
2	2	1	PECH_004166	AN1910
2	2	1	PECH_004167	AN1911
2	2	1	PECH_004168	AN1912
2	2	1	PECH_004169	AN1913
2	2	1	PECH_004171	AN1915
2	2	1	PECH_004172	AN10236
2	2	1	PECH_004174	AN10239
2	2	1	PECH_004175	AN10240
2	2	1	PECH_004177	AN1917
2	2	1	PECH_004178	AN1918
2	2	1	PECH_004179	AN7786
2	2	1	PECH_004181	AN1921
2	2	1	PECH_004182	AN5549
2	2	1	PECH_004183	AN1922
2	2	1	PECH_004184	AN1923
2	2	1	PECH_004185	AN1924
2	2	1	PECH_004186	AN1927
2	2	1	PECH_004188	AN1929
2	2	1	PECH_004192	AN2594
2	2	1	PECH_004193	AN4634
2	2	1	PECH_004195	AN3953
2	2	1	PECH_004196	AN3954
2	2	1	PECH_004197	AN3955
2	2	1	PECH_004198	AN2107
2	2	1	PECH_004201	AN3546
2	2	1	PECH_004203	AN8505
2	2	1	PECH_004204	AN10496
2	2	1	PECH_004205	AN7399
2	2	1	PECH_004206	AN6413
2	2	1	PECH_004207	AN0409
2	2	1	PECH_004208	AN0410
2	2	1	PECH_004209	AN0411
2	2	1	PECH_004210	AN0412
2	2	1	PECH_004214	AN4062
2	2	1	PECH_004216	AN4064
2	2	1	PECH_004217	AN4065
2	2	1	PECH_004218	AN4066
2	2	1	PECH_004219	AN4067
2	2	1	PECH_004221	AN1188
2	2	1	PECH_004222	AN1181
2	2	1	PECH_004223	AN10153
2	2	1	PECH_004224	AN1179
2	2	1	PECH_004225	AN3683
2	2	1	PECH_004226	AN10436
2	2	1	PECH_004228	AN8877
2	2	1	PECH_004229	AN8876
2	2	1	PECH_004230	AN8875
2	2	1	PECH_004231	AN8874
2	2	1	PECH_004232	AN12237
2	2	1	PECH_004233	AN10507
2	2	1	PECH_004234	AN5843
2	2	1	PECH_004235	AN5842
2	2	1	PECH_004237	AN4776
2	2	1	PECH_004238	AN4775
2	2	1	PECH_004239	AN4774
2	2	1	PECH_004240	AN5938
2	2	1	PECH_004241	AN4785
2	2	1	PECH_004242	AN4786
2	2	1	PECH_004244	AN4788
2	2	1	PECH_004245	AN4789
2	2	1	PECH_004246	AN4790
2	2	1	PECH_004247	AN4791
2	2	1	PECH_004248	AN4792
2	2	1	PECH_004249	AN4793
2	2	1	PECH_004250	AN4794
2	2	1	PECH_004251	AN4795
2	2	1	PECH_004252	AN4796
2	2	1	PECH_004254	AN4797
2	2	1	PECH_004255	AN10594
2	2	1	PECH_004256	AN4800
2	2	1	PECH_004257	AN4589
2	2	1	PECH_004258	AN4799
2	2	1	PECH_004260	AN0170
2	2	1	PECH_004261	AN4802
2	2	1	PECH_004262	AN4803
2	2	1	PECH_004263	AN4804
2	2	1	PECH_004265	AN4805
2	2	1	PECH_004266	AN4807
2	2	1	PECH_004268	AN10595
2	2	1	PECH_004269	AN10598
2	2	1	PECH_004270	AN4809
2	2	1	PECH_004276	AN0024
2	2	1	PECH_004278	AN10295
2	2	1	PECH_004284	AN7867
2	2	1	PECH_004286	AN4810
2	2	1	PECH_004288	AN4813
2	2	1	PECH_004289	AN4814
2	2	1	PECH_004290	AN4817
2	2	1	PECH_004295	AN4818
2	2	1	PECH_004296	AN4054
2	2	1	PECH_004301	AN4820
2	2	1	PECH_004302	AN11233
2	2	1	PECH_004303	AN11232
2	2	1	PECH_004304	AN9446
2	2	1	PECH_004306	AN4823
2	2	1	PECH_004307	AN4824
2	2	1	PECH_004308	AN4830
2	2	1	PECH_004309	AN4832
2	2	1	PECH_004310	AN4833
2	2	1	PECH_004311	AN4834
2	2	1	PECH_004312	AN7545
2	2	1	PECH_004314	AN7544
2	2	1	PECH_004315	AN7543
2	2	1	PECH_004317	AN7542
2	2	1	PECH_004318	AN7540
2	2	1	PECH_004319	AN8099
2	2	1	PECH_004320	AN8483
2	2	1	PECH_004321	AN1798
2	2	1	PECH_004324	AN1797
2	2	1	PECH_004325	AN0407
2	2	1	PECH_004326	AN0406
2	2	1	PECH_004327	AN0405
2	2	1	PECH_004328	AN2730
2	2	1	PECH_004330	AN0867
2	2	1	PECH_004331	AN0868
2	2	1	PECH_004334	AN8194
2	2	1	PECH_004337	AN12029
2	2	1	PECH_004338	AN11201
2	2	1	PECH_004339	AN8660
2	2	1	PECH_004343	AN2517
2	2	1	PECH_004344	AN2518
2	2	1	PECH_004346	AN3144
2	2	1	PECH_004347	AN5913
2	2	1	PECH_004348	AN5912
2	2	1	PECH_004349	AN5911
2	2	1	PECH_004350	AN5910
2	2	1	PECH_004351	AN5909
2	2	1	PECH_004352	AN5908
2	2	1	PECH_004353	AN5907
2	2	1	PECH_004354	AN10196
2	2	1	PECH_004356	AN0346
2	2	1	PECH_004357	AN1488
2	2	1	PECH_004358	AN2333
2	2	1	PECH_004360	AN8536
2	2	1	PECH_004361	AN1489
2	2	1	PECH_000041	AN2985
2	2	1	PECH_004364	AN8945
2	2	1	PECH_004365	AN1491
2	2	1	PECH_004368	AN9515
2	2	1	PECH_004373	AN2336
2	2	1	PECH_004376	AN6384
2	2	1	PECH_004382	AN7351
2	2	1	PECH_004383	AN12027
2	2	1	PECH_004384	AN10602
2	2	1	PECH_004392	AN5940
2	2	1	PECH_004395	AN7569
2	2	1	PECH_004396	AN7568
2	2	1	PECH_004397	AN7567
2	2	1	PECH_004398	AN7566
2	2	1	PECH_004399	AN2591
2	2	1	PECH_004400	AN7565
2	2	1	PECH_004401	AN7564
2	2	1	PECH_004402	AN7563
2	2	1	PECH_004403	AN7562
2	2	1	PECH_004404	AN7561
2	2	1	PECH_004405	AN7560
2	2	1	PECH_004406	AN0489
2	2	1	PECH_004407	AN11755
2	2	1	PECH_004408	AN7559
2	2	1	PECH_004409	AN7558
2	2	1	PECH_004410	AN12033
2	2	1	PECH_004415	AN7554
2	2	1	PECH_004416	AN7553
2	2	1	PECH_004417	AN7552
2	2	1	PECH_004419	AN7550
2	2	1	PECH_004420	AN7549
2	2	1	PECH_004421	AN7547
2	2	1	PECH_004422	AN10504
2	2	1	PECH_004424	AN4031
2	2	1	PECH_004425	AN4032
2	2	1	PECH_004426	AN4033
2	2	1	PECH_004428	AN4034
2	2	1	PECH_004429	AN4035
2	2	1	PECH_004430	AN4048
2	2	1	PECH_004431	AN4047
2	2	1	PECH_004432	AN4046
2	2	1	PECH_004433	AN10497
2	2	1	PECH_004435	AN4045
2	2	1	PECH_004437	AN10498
2	2	1	PECH_004438	AN4043
2	2	1	PECH_004439	AN4042
2	2	1	PECH_004441	AN4039
2	2	1	PECH_004442	AN4038
2	2	1	PECH_004443	AN7889
2	2	1	PECH_004445	AN7194
2	2	1	PECH_004446	AN10341
2	2	1	PECH_004449	AN10555
2	2	1	PECH_004450	AN12039
2	2	1	PECH_004452	AN10558
2	2	1	PECH_004453	AN3688
2	2	1	PECH_004454	AN10459
2	2	1	PECH_004455	AN3689
2	2	1	PECH_004456	AN3690
2	2	1	PECH_004457	AN2103
2	2	1	PECH_004458	AN2104
2	2	1	PECH_004460	AN2105
2	2	1	PECH_004462	AN0408
2	2	1	PECH_004464	AN12124
2	2	1	PECH_000040	AN2997
2	2	1	PECH_004466	AN2330
2	2	1	PECH_004468	AN8599
2	2	1	PECH_004469	AN10286
2	2	1	PECH_004472	AN2342
2	2	1	PECH_004473	AN10294
2	2	1	PECH_004474	AN7388
2	2	1	PECH_004475	AN10148
2	2	1	PECH_004476	AN10156
2	2	1	PECH_004477	AN1140
2	2	1	PECH_004478	AN1138
2	2	1	PECH_004479	AN1137
2	2	1	PECH_004480	AN1136
2	2	1	PECH_004481	AN1135
2	2	1	PECH_004482	AN1134
2	2	1	PECH_004483	AN1132
2	2	1	PECH_004484	AN1025
2	2	1	PECH_004485	AN1195
2	2	1	PECH_004486	AN1194
2	2	1	PECH_004487	AN1196
2	2	1	PECH_004490	AN1197
2	2	1	PECH_004491	AN1221
2	2	1	PECH_004493	AN1222
2	2	1	PECH_004494	AN1223
2	2	1	PECH_004495	AN1224
2	2	1	PECH_004496	AN1213
2	2	1	PECH_004497	AN1877
2	2	1	PECH_004498	AN1209
2	2	1	PECH_004499	AN1208
2	2	1	PECH_004500	AN1207
2	2	1	PECH_004502	AN1205
2	2	1	PECH_004503	AN1201
2	2	1	PECH_004504	AN1200
2	2	1	PECH_004506	AN1199
2	2	1	PECH_004507	AN1198
2	2	1	PECH_004510	AN1212
2	2	1	PECH_004511	AN1211
2	2	1	PECH_004512	AN1210
2	2	1	PECH_004513	AN8550
2	2	1	PECH_004515	AN5931
2	2	1	PECH_004516	AN10762
2	2	1	PECH_000039	AN2998
2	2	1	PECH_004519	AN10755
2	2	1	PECH_004520	AN9468
2	2	1	PECH_004521	AN9469
2	2	1	PECH_004522	AN9470
2	2	1	PECH_004524	AN5965
2	2	1	PECH_004525	AN5966
2	2	1	PECH_004528	AN5968
2	2	1	PECH_004529	AN5969
2	2	1	PECH_004530	AN5970
2	2	1	PECH_004531	AN5971
2	2	1	PECH_004532	AN5972
2	2	1	PECH_004533	AN5973
2	2	1	PECH_004534	AN10763
2	2	1	PECH_004535	AN10764
2	2	1	PECH_004537	AN5975
2	2	1	PECH_004540	AN0400
2	2	1	PECH_004541	AN5235
2	2	1	PECH_004542	AN1842
2	2	1	PECH_004543	AN1843
2	2	1	PECH_004544	AN8271
2	2	1	PECH_004545	AN8272
2	2	1	PECH_004546	AN8273
2	2	1	PECH_004547	AN2175
2	2	1	PECH_004549	AN4780
2	2	1	PECH_004550	AN4779
2	2	1	PECH_004551	AN4778
2	2	1	PECH_004552	AN4777
2	2	1	PECH_004555	AN4835
2	2	1	PECH_004556	AN4836
2	2	1	PECH_004558	AN12127
2	2	1	PECH_004560	AN6200
2	2	1	PECH_004561	AN6199
2	2	1	PECH_004562	AN6198
2	2	1	PECH_004563	AN6195
2	2	1	PECH_004566	AN6196
2	2	1	PECH_004567	AN7926
2	2	1	PECH_004568	AN7927
2	2	1	PECH_004569	AN10788
2	2	1	PECH_004570	AN10778
2	2	1	PECH_004571	AN6193
2	2	1	PECH_004572	AN6192
2	2	1	PECH_004573	AN6191
2	2	1	PECH_004574	AN6190
2	2	1	PECH_004575	AN6189
2	2	1	PECH_004576	AN6188
2	2	1	PECH_004577	AN6187
2	2	1	PECH_004578	AN6186
2	2	1	PECH_004579	AN12050
2	2	1	PECH_004580	AN12049
2	2	1	PECH_004585	AN5861
2	2	1	PECH_004586	AN5862
2	2	1	PECH_004588	AN6182
2	2	1	PECH_004590	AN3298
2	2	1	PECH_004591	AN10783
2	2	1	PECH_004592	AN5860
2	2	1	PECH_004594	AN9386
2	2	1	PECH_004595	AN5865
2	2	1	PECH_004596	AN5866
2	2	1	PECH_004597	AN5867
2	2	1	PECH_004598	AN5868
2	2	1	PECH_004599	AN10743
2	2	1	PECH_004600	AN10752
2	2	1	PECH_004601	AN5870
2	2	1	PECH_004602	AN5871
2	2	1	PECH_004603	AN10789
2	2	1	PECH_004604	AN5872
2	2	1	PECH_004605	AN5873
2	2	1	PECH_004606	AN7386
2	2	1	PECH_004608	AN5874
2	2	1	PECH_004609	AN5875
2	2	1	PECH_004611	AN9029
2	2	1	PECH_004612	AN5885
2	2	1	PECH_004613	AN5884
2	2	1	PECH_004614	AN5883
2	2	1	PECH_004615	AN5882
2	2	1	PECH_004616	AN5881
2	2	1	PECH_004617	AN5880
2	2	1	PECH_004618	AN5879
2	2	1	PECH_004619	AN7950
2	2	1	PECH_004620	AN5878
2	2	1	PECH_004621	AN5877
2	2	1	PECH_004622	AN10323
2	2	1	PECH_004624	AN5876
2	2	1	PECH_004625	AN5886
2	2	1	PECH_004626	AN5888
2	2	1	PECH_004627	AN5889
2	2	1	PECH_004630	AN7975
2	2	1	PECH_004631	AN5891
2	2	1	PECH_004632	AN5894
2	2	1	PECH_004634	AN5893
2	2	1	PECH_004635	AN11173
2	2	1	PECH_004636	AN11183
2	2	1	PECH_004637	AN11162
2	2	1	PECH_004638	AN9057
2	2	1	PECH_004642	AN10875
2	2	1	PECH_004643	AN7000
2	2	1	PECH_004644	AN6999
2	2	1	PECH_004645	AN6998
2	2	1	PECH_004646	AN2821
2	2	1	PECH_004647	AN4983
2	2	1	PECH_004648	AN11772
2	2	1	PECH_004649	AN4982
2	2	1	PECH_004650	AN4981
2	2	1	PECH_004651	AN5583
2	2	1	PECH_004653	AN5581
2	2	1	PECH_004654	AN5585
2	2	1	PECH_004655	AN5586
2	2	1	PECH_004656	AN5587
2	2	1	PECH_004657	AN5588
2	2	1	PECH_004658	AN5589
2	2	1	PECH_004659	AN5580
2	2	1	PECH_004661	AN5579
2	2	1	PECH_004662	AN8455
2	2	1	PECH_004663	AN5607
2	2	1	PECH_004665	AN9473
2	2	1	PECH_004667	AN9474
2	2	1	PECH_004669	AN2683
2	2	1	PECH_004670	AN2650
2	2	1	PECH_004673	AN5611
2	2	1	PECH_004674	AN5610
2	2	1	PECH_004675	AN5612
2	2	1	PECH_004676	AN5613
2	2	1	PECH_004677	AN5614
2	2	1	PECH_004679	AN5616
2	2	1	PECH_004680	AN5617
2	2	1	PECH_004682	AN5618
2	2	1	PECH_004683	AN5619
2	2	1	PECH_004684	AN5620
2	2	1	PECH_004687	AN5624
2	2	1	PECH_004689	AN5625
2	2	1	PECH_004690	AN9371
2	2	1	PECH_004693	AN5626
2	2	1	PECH_004694	AN5627
2	2	1	PECH_004695	AN5629
2	2	1	PECH_004696	AN5630
2	2	1	PECH_004697	AN5631
2	2	1	PECH_004698	AN5632
2	2	1	PECH_004699	AN5633
2	2	1	PECH_004700	AN5648
2	2	1	PECH_004701	AN5647
2	2	1	PECH_004702	AN5646
2	2	1	PECH_004703	AN10700
2	2	1	PECH_004704	AN6374
2	2	1	PECH_004705	AN11858
2	2	1	PECH_004706	AN11859
2	2	1	PECH_004707	AN6376
2	2	1	PECH_004708	AN6377
2	2	1	PECH_004709	AN6378
2	2	1	PECH_004713	AN9496
2	2	1	PECH_004714	AN10303
2	2	1	PECH_000038	AN2999
2	2	1	PECH_004717	AN8274
2	2	1	PECH_004719	AN0700
2	2	1	PECH_004721	AN10109
2	2	1	PECH_004724	AN0486
2	2	1	PECH_004725	AN6332
2	2	1	PECH_004726	AN6331
2	2	1	PECH_004727	AN6330
2	2	1	PECH_004729	AN6329
2	2	1	PECH_004731	AN6323
2	2	1	PECH_004732	AN6325
2	2	1	PECH_004733	AN10799
2	2	1	PECH_004734	AN10807
2	2	1	PECH_004735	AN3200
2	2	1	PECH_004737	AN6317
2	2	1	PECH_004739	AN6318
2	2	1	PECH_004741	AN11853
2	2	1	PECH_004742	AN11244
2	2	1	PECH_004743	AN6220
2	2	1	PECH_004747	AN6221
2	2	1	PECH_004748	AN10791
2	2	1	PECH_004749	AN10794
2	2	1	PECH_004751	AN6223
2	2	1	PECH_004752	AN12358
2	2	1	PECH_004753	AN6224
2	2	1	PECH_004754	AN6225
2	2	1	PECH_004756	AN10792
2	2	1	PECH_004757	AN6227
2	2	1	PECH_004760	AN6228
2	2	1	PECH_004761	AN10521
2	2	1	PECH_004762	AN2374
2	2	1	PECH_004763	AN10515
2	2	1	PECH_004765	AN4193
2	2	1	PECH_004766	AN4192
2	2	1	PECH_004769	AN4189
2	2	1	PECH_004770	AN4188
2	2	1	PECH_004771	AN10525
2	2	1	PECH_004772	AN4187
2	2	1	PECH_004773	AN4112
2	2	1	PECH_004777	AN4105
2	2	1	PECH_004778	AN4104
2	2	1	PECH_004779	AN10511
2	2	1	PECH_004782	AN4102
2	2	1	PECH_004783	AN4101
2	2	1	PECH_004785	AN12094
2	2	1	PECH_004786	AN4096
2	2	1	PECH_004788	AN4095
2	2	1	PECH_004791	AN5155
2	2	1	PECH_004792	AN5186
2	2	1	PECH_004793	AN5185
2	2	1	PECH_004794	AN10648
2	2	1	PECH_004795	AN10652
2	2	1	PECH_004796	AN5152
2	2	1	PECH_004797	AN5153
2	2	1	PECH_004798	AN5154
2	2	1	PECH_004799	AN1818
2	2	1	PECH_004800	AN5187
2	2	1	PECH_004801	AN5188
2	2	1	PECH_004807	AN0378
2	2	1	PECH_004818	AN5144
2	2	1	PECH_004819	AN5145
2	2	1	PECH_004820	AN5146
2	2	1	PECH_004821	AN10641
2	2	1	PECH_004822	AN5140
2	2	1	PECH_004823	AN10093
2	2	1	PECH_004824	AN5141
2	2	1	PECH_004825	AN10643
2	2	1	PECH_004826	AN10636
2	2	1	PECH_004827	AN10637
2	2	1	PECH_004828	AN6647
2	2	1	PECH_004829	AN5138
2	2	1	PECH_004830	AN10635
2	2	1	PECH_004831	AN10645
2	2	1	PECH_004832	AN10647
2	2	1	PECH_004833	AN10634
2	2	1	PECH_004834	AN5136
2	2	1	PECH_004835	AN5134
2	2	1	PECH_004838	AN5133
2	2	1	PECH_004839	AN5127
2	2	1	PECH_004841	AN7702
2	2	1	PECH_004842	AN5129
2	2	1	PECH_004843	AN12180
2	2	1	PECH_004844	AN5132
2	2	1	PECH_004845	AN6881
2	2	1	PECH_004846	AN5131
2	2	1	PECH_004849	AN5130
2	2	1	PECH_004850	AN5126
2	2	1	PECH_004851	AN8932
2	2	1	PECH_004852	AN10169
2	2	1	PECH_004854	AN8361
2	2	1	PECH_000033	AN10210
2	2	1	PECH_004857	AN1258
2	2	1	PECH_004858	AN1259
2	2	1	PECH_004859	AN1260
2	2	1	PECH_004860	AN1261
2	2	1	PECH_004861	AN1262
2	2	1	PECH_004863	AN9179
2	2	1	PECH_004864	AN1254
2	2	1	PECH_004865	AN1255
2	2	1	PECH_004866	AN1256
2	2	1	PECH_004868	AN1249
2	2	1	PECH_004869	AN1248
2	2	1	PECH_004870	AN1247
2	2	1	PECH_004871	AN1246
2	2	1	PECH_004872	AN1245
2	2	1	PECH_004873	AN1244
2	2	1	PECH_004874	AN1243
2	2	1	PECH_000031	AN3000
2	2	1	PECH_004876	AN0015
2	2	1	PECH_004877	AN1238
2	2	1	PECH_004878	AN1237
2	2	1	PECH_004880	AN10327
2	2	1	PECH_004882	AN5399
2	2	1	PECH_004883	AN9458
2	2	1	PECH_004884	AN9457
2	2	1	PECH_004888	AN2716
2	2	1	PECH_004890	AN10168
2	2	1	PECH_004891	AN10173
2	2	1	PECH_004892	AN1233
2	2	1	PECH_004893	AN1234
2	2	1	PECH_004894	AN1232
2	2	1	PECH_004895	AN1231
2	2	1	PECH_004896	AN1230
2	2	1	PECH_004897	AN1229
2	2	1	PECH_004898	AN1228
2	2	1	PECH_004899	AN1227
2	2	1	PECH_004900	AN1226
2	2	1	PECH_004901	AN1225
2	2	1	PECH_004902	AN1215
2	2	1	PECH_004903	AN1216
2	2	1	PECH_004905	AN1217
2	2	1	PECH_004906	AN1218
2	2	1	PECH_004909	AN5056
2	2	1	PECH_004911	AN1594
2	2	1	PECH_004917	AN1219
2	2	1	PECH_004921	AN3074
2	2	1	PECH_004922	AN3722
2	2	1	PECH_004923	AN10685
2	2	1	PECH_004928	AN10234
2	2	1	PECH_004929	AN9514
2	2	1	PECH_004930	AN7208
2	2	1	PECH_004932	AN5428
2	2	1	PECH_004933	AN2126
2	2	1	PECH_004934	AN10263
2	2	1	PECH_004935	AN10262
2	2	1	PECH_004936	AN2124
2	2	1	PECH_004937	AN2123
2	2	1	PECH_004938	AN2122
2	2	1	PECH_004939	AN2120
2	2	1	PECH_004940	AN2119
2	2	1	PECH_004941	AN10945
2	2	1	PECH_004942	AN7513
2	2	1	PECH_004943	AN10946
2	2	1	PECH_004944	AN10959
2	2	1	PECH_004945	AN7526
2	2	1	PECH_004946	AN7525
2	2	1	PECH_004947	AN7524
2	2	1	PECH_000030	AN3001
2	2	1	PECH_004949	AN3387
2	2	1	PECH_004950	AN0218
2	2	1	PECH_004951	AN0219
2	2	1	PECH_004953	AN6273
2	2	1	PECH_004954	AN6272
2	2	1	PECH_004955	AN6271
2	2	1	PECH_004956	AN6270
2	2	1	PECH_004957	AN6269
2	2	1	PECH_004958	AN6275
2	2	1	PECH_004960	AN6276
2	2	1	PECH_004961	AN6277
2	2	1	PECH_004962	AN6278
2	2	1	PECH_004963	AN6279
2	2	1	PECH_004964	AN6280
2	2	1	PECH_000029	AN3002
2	2	1	PECH_004968	AN10805
2	2	1	PECH_004969	AN1150
2	2	1	PECH_004970	AN1149
2	2	1	PECH_004971	AN10797
2	2	1	PECH_004972	AN6283
2	2	1	PECH_004973	AN6284
2	2	1	PECH_004976	AN6285
2	2	1	PECH_004977	AN6286
2	2	1	PECH_004978	AN6287
2	2	1	PECH_004979	AN6288
2	2	1	PECH_004980	AN6289
2	2	1	PECH_004982	AN6291
2	2	1	PECH_004983	AN6293
2	2	1	PECH_004984	AN6294
2	2	1	PECH_004985	AN6295
2	2	1	PECH_004986	AN6296
2	2	1	PECH_004987	AN6297
2	2	1	PECH_004988	AN6300
2	2	1	PECH_004989	AN6301
2	2	1	PECH_004990	AN6302
2	2	1	PECH_004991	AN6303
2	2	1	PECH_004992	AN4372
2	2	1	PECH_004993	AN6304
2	2	1	PECH_004994	AN6308
2	2	1	PECH_004995	AN6307
2	2	1	PECH_004996	AN6306
2	2	1	PECH_004997	AN6305
2	2	1	PECH_004998	AN6309
2	2	1	PECH_004999	AN6310
2	2	1	PECH_005000	AN6311
2	2	1	PECH_005003	AN5728
2	2	1	PECH_005004	AN5727
2	2	1	PECH_005005	AN8465
2	2	1	PECH_005006	AN8464
2	2	1	PECH_005007	AN5726
2	2	1	PECH_005008	AN5725
2	2	1	PECH_005009	AN5724
2	2	1	PECH_005010	AN5722
2	2	1	PECH_005011	AN5721
2	2	1	PECH_005012	AN5720
2	2	1	PECH_005013	AN5719
2	2	1	PECH_005014	AN5718
2	2	1	PECH_005015	AN3894
2	2	1	PECH_005016	AN4217
2	2	1	PECH_005017	AN4220
2	2	1	PECH_005018	AN4219
2	2	1	PECH_005019	AN4218
2	2	1	PECH_005021	AN10518
2	2	1	PECH_005022	AN4222
2	2	1	PECH_005023	AN4223
2	2	1	PECH_005024	AN4224
2	2	1	PECH_005025	AN10524
2	2	1	PECH_005026	AN10519
2	2	1	PECH_005027	AN4226
2	2	1	PECH_005028	AN4227
2	2	1	PECH_005029	AN4229
2	2	1	PECH_005030	AN4230
2	2	1	PECH_005031	AN4231
2	2	1	PECH_005032	AN4232
2	2	1	PECH_005033	AN4233
2	2	1	PECH_005034	AN4236
2	2	1	PECH_005035	AN10527
2	2	1	PECH_005036	AN10526
2	2	1	PECH_005037	AN4235
2	2	1	PECH_005038	AN4234
2	2	1	PECH_005039	AN9157
2	2	1	PECH_005040	AN4237
2	2	1	PECH_005041	AN4238
2	2	1	PECH_005042	AN4239
2	2	1	PECH_005043	AN4240
2	2	1	PECH_005044	AN12106
2	2	1	PECH_005045	AN4241
2	2	1	PECH_005046	AN4243
