# Species	Genes	Alg.-Conn.	Pucsensis_2HH.fasta	Ncrassa_OR74A_v.12.fasta
2	2	1	PECH_004597	NCU07682
2	2	1	PECH_004599	NCU11369
2	2	1	PECH_004601	NCU05294
2	2	1	PECH_004602	NCU05293
2	2	1	PECH_004604	NCU05295
2	2	1	PECH_004605	NCU05296
2	2	1	PECH_004608	NCU10101
2	2	1	PECH_004609	NCU07041
2	2	1	PECH_004611	NCU09050
2	2	1	PECH_004613	NCU05290
2	2	1	PECH_004614	NCU07690
2	2	1	PECH_004616	NCU04386
2	2	1	PECH_004617	NCU04387
2	2	1	PECH_004618	NCU04388
2	2	1	PECH_004619	NCU06381
2	2	1	PECH_004622	NCU02603
2	2	1	PECH_004625	NCU04385
2	2	1	PECH_004626	NCU10762
2	2	1	PECH_004627	NCU04376
2	2	1	PECH_004631	NCU04389
2	2	1	PECH_004632	NCU16790
2	2	1	PECH_004634	NCU08319
2	2	1	PECH_004635	NCU02606
2	2	1	PECH_004636	NCU02605
2	2	1	PECH_004637	NCU02604
2	2	1	PECH_004638	NCU00917
2	2	1	PECH_004639	NCU08325
2	2	1	PECH_004642	NCU07904
2	2	1	PECH_004643	NCU08471
2	2	1	PECH_004645	NCU08480
2	2	1	PECH_004648	NCU02974
2	2	1	PECH_004650	NCU11252
2	2	1	PECH_004653	NCU05986
2	2	1	PECH_004654	NCU05991
2	2	1	PECH_004655	NCU06003
2	2	1	PECH_004656	NCU05992
2	2	1	PECH_004657	NCU03359
2	2	1	PECH_000052	NCU06173
2	2	1	PECH_004661	NCU05837
2	2	1	PECH_004662	NCU06669
2	2	1	PECH_004663	NCU05620
2	2	1	PECH_004664	NCU05960
2	2	1	PECH_000050	NCU00696
2	2	1	PECH_004673	NCU04778
2	2	1	PECH_004674	NCU03010
2	2	1	PECH_004675	NCU03554
2	2	1	PECH_004676	NCU03350
2	2	1	PECH_004677	NCU09337
2	2	1	PECH_004679	NCU03347
2	2	1	PECH_004680	NCU08706
2	2	1	PECH_004682	NCU09871
2	2	1	PECH_004683	NCU06834
2	2	1	PECH_004684	NCU06757
2	2	1	PECH_004687	NCU01510
2	2	1	PECH_004693	NCU06836
2	2	1	PECH_004694	NCU04784
2	2	1	PECH_004695	NCU04044
2	2	1	PECH_004697	NCU15835
2	2	1	PECH_004698	NCU04541
2	2	1	PECH_004699	NCU07530
2	2	1	PECH_004700	NCU05987
2	2	1	PECH_004702	NCU04796
2	2	1	PECH_004703	NCU02941
2	2	1	PECH_004704	NCU07070
2	2	1	PECH_004705	NCU09922
2	2	1	PECH_004706	NCU07576
2	2	1	PECH_004707	NCU00211
2	2	1	PECH_004713	NCU03752
2	2	1	PECH_004714	NCU07578
2	2	1	PECH_000048	NCU04645
2	2	1	PECH_004717	NCU01689
2	2	1	PECH_004719	NCU10381
2	2	1	PECH_004726	NCU07699
2	2	1	PECH_004727	NCU07700
2	2	1	PECH_004729	NCU07702
2	2	1	PECH_004731	NCU03483
2	2	1	PECH_004732	NCU05264
2	2	1	PECH_004734	NCU05266
2	2	1	PECH_004735	NCU00985
2	2	1	PECH_004736	NCU08128
2	2	1	PECH_004737	NCU04350
2	2	1	PECH_004739	NCU04352
2	2	1	PECH_004741	NCU08020
2	2	1	PECH_004742	NCU07986
2	2	1	PECH_004743	NCU07985
2	2	1	PECH_004748	NCU04355
2	2	1	PECH_004749	NCU05246
2	2	1	PECH_004752	NCU16891
2	2	1	PECH_004753	NCU05312
2	2	1	PECH_004754	NCU05313
2	2	1	PECH_004756	NCU05314
2	2	1	PECH_004757	NCU11365
2	2	1	PECH_004760	NCU09657
2	2	1	PECH_004763	NCU06202
2	2	1	PECH_004766	NCU00170
2	2	1	PECH_004769	NCU06419
2	2	1	PECH_004770	NCU01361
2	2	1	PECH_004771	NCU01360
2	2	1	PECH_004772	NCU07556
2	2	1	PECH_004773	NCU00222
2	2	1	PECH_004777	NCU01111
2	2	1	PECH_004779	NCU11367
2	2	1	PECH_000047	NCU04640
2	2	1	PECH_004785	NCU00253
2	2	1	PECH_004786	NCU06407
2	2	1	PECH_004788	NCU08761
2	2	1	PECH_004792	NCU04333
2	2	1	PECH_004793	NCU11263
2	2	1	PECH_004794	NCU01333
2	2	1	PECH_004795	NCU09600
2	2	1	PECH_004796	NCU01814
2	2	1	PECH_004797	NCU05373
2	2	1	PECH_004798	NCU05375
2	2	1	PECH_004799	NCU05924
2	2	1	PECH_004800	NCU01724
2	2	1	PECH_004801	NCU05750
2	2	1	PECH_004816	NCU05624
2	2	1	PECH_004818	NCU01728
2	2	1	PECH_004819	NCU09215
2	2	1	PECH_004820	NCU07362
2	2	1	PECH_004821	NCU02220
2	2	1	PECH_004822	NCU09098
2	2	1	PECH_004824	NCU03399
2	2	1	PECH_004825	NCU03400
2	2	1	PECH_004827	NCU01745
2	2	1	PECH_004830	NCU08484
2	2	1	PECH_004831	NCU08476
2	2	1	PECH_004833	NCU09598
2	2	1	PECH_004835	NCU01744
2	2	1	PECH_004839	NCU01741
2	2	1	PECH_004841	NCU17269
2	2	1	PECH_004842	NCU09602
2	2	1	PECH_004844	NCU03561
2	2	1	PECH_004845	NCU09277
2	2	1	PECH_004846	NCU01545
2	2	1	PECH_004849	NCU01546
2	2	1	PECH_004851	NCU00864
2	2	1	PECH_004852	NCU08943
2	2	1	PECH_004853	NCU00937
2	2	1	PECH_004854	NCU01039
2	2	1	PECH_004858	NCU02717
2	2	1	PECH_004859	NCU02716
2	2	1	PECH_004860	NCU07928
2	2	1	PECH_000046	NCU16952
2	2	1	PECH_004864	NCU03206
2	2	1	PECH_004865	NCU03060
2	2	1	PECH_004866	NCU03061
2	2	1	PECH_004868	NCU03062
2	2	1	PECH_004869	NCU03063
2	2	1	PECH_004870	NCU07915
2	2	1	PECH_004871	NCU07914
2	2	1	PECH_004872	NCU07913
2	2	1	PECH_004873	NCU07911
2	2	1	PECH_004874	NCU09580
2	2	1	PECH_004877	NCU02742
2	2	1	PECH_004878	NCU02741
2	2	1	PECH_004882	NCU04506
2	2	1	PECH_004890	NCU00521
2	2	1	PECH_004891	NCU09380
2	2	1	PECH_004892	NCU02656
2	2	1	PECH_004894	NCU07692
2	2	1	PECH_004895	NCU07461
2	2	1	PECH_004896	NCU02705
2	2	1	PECH_004897	NCU02706
2	2	1	PECH_004898	NCU10498
2	2	1	PECH_004899	NCU03058
2	2	1	PECH_004900	NCU03059
2	2	1	PECH_004902	NCU03066
2	2	1	PECH_004903	NCU03068
2	2	1	PECH_004910	NCU01889
2	2	1	PECH_004911	NCU09272
2	2	1	PECH_004912	NCU00732
2	2	1	PECH_004917	NCU03064
2	2	1	PECH_004928	NCU09914
2	2	1	PECH_004929	NCU11195
2	2	1	PECH_004933	NCU03911
2	2	1	PECH_004934	NCU04824
2	2	1	PECH_004936	NCU05941
2	2	1	PECH_004937	NCU05944
2	2	1	PECH_004938	NCU09829
2	2	1	PECH_004939	NCU05650
2	2	1	PECH_004940	NCU04090
2	2	1	PECH_004941	NCU04794
2	2	1	PECH_004942	NCU03905
2	2	1	PECH_004943	NCU09861
2	2	1	PECH_004945	NCU04787
2	2	1	PECH_004946	NCU04788
2	2	1	PECH_004947	NCU07059
2	2	1	PECH_004953	NCU07787
2	2	1	PECH_004954	NCU08005
2	2	1	PECH_004957	NCU06333
2	2	1	PECH_004961	NCU06519
2	2	1	PECH_004962	NCU08695
2	2	1	PECH_004963	NCU08002
2	2	1	PECH_004968	NCU06809
2	2	1	PECH_004969	NCU05410
2	2	1	PECH_004970	NCU08416
2	2	1	PECH_004971	NCU05419
2	2	1	PECH_004972	NCU08503
2	2	1	PECH_004977	NCU01768
2	2	1	PECH_004978	NCU01606
2	2	1	PECH_004980	NCU06774
2	2	1	PECH_004982	NCU06758
2	2	1	PECH_004983	NCU03352
2	2	1	PECH_004986	NCU06745
2	2	1	PECH_004987	NCU01657
2	2	1	PECH_004988	NCU06769
2	2	1	PECH_004990	NCU06768
2	2	1	PECH_004991	NCU06767
2	2	1	PECH_004993	NCU00324
2	2	1	PECH_004994	NCU00330
2	2	1	PECH_004995	NCU06242
2	2	1	PECH_004996	NCU06244
2	2	1	PECH_004997	NCU06240
2	2	1	PECH_004998	NCU00325
2	2	1	PECH_004999	NCU06468
2	2	1	PECH_005000	NCU06444
2	2	1	PECH_005003	NCU03523
2	2	1	PECH_005004	NCU00972
2	2	1	PECH_005006	NCU05350
2	2	1	PECH_005007	NCU07952
2	2	1	PECH_005008	NCU06779
2	2	1	PECH_005010	NCU01767
2	2	1	PECH_005011	NCU03367
2	2	1	PECH_005012	NCU09195
2	2	1	PECH_005013	NCU08960
2	2	1	PECH_005014	NCU08959
2	2	1	PECH_005015	NCU04280
2	2	1	PECH_005016	NCU03761
2	2	1	PECH_005017	NCU00571
2	2	1	PECH_005018	NCU00570
2	2	1	PECH_005019	NCU02003
2	2	1	PECH_005021	NCU03370
2	2	1	PECH_005022	NCU01827
2	2	1	PECH_005024	NCU02977
2	2	1	PECH_005025	NCU03572
2	2	1	PECH_005026	NCU01596
2	2	1	PECH_005027	NCU01595
2	2	1	PECH_005028	NCU06845
2	2	1	PECH_005030	NCU07298
2	2	1	PECH_005031	NCU07456
2	2	1	PECH_005032	NCU04503
2	2	1	PECH_005033	NCU04504
2	2	1	PECH_005034	NCU04414
2	2	1	PECH_005035	NCU03802
2	2	1	PECH_005036	NCU07459
2	2	1	PECH_005037	NCU08609
2	2	1	PECH_005038	NCU07458
2	2	1	PECH_005039	NCU07926
2	2	1	PECH_005041	NCU03200
2	2	1	PECH_005042	NCU07290
2	2	1	PECH_005043	NCU01282
2	2	1	PECH_005045	NCU06860
2	2	1	PECH_005046	NCU02042
2	2	1	PECH_005047	NCU01167
2	2	1	PECH_000043	NCU02737
2	2	1	PECH_005051	NCU10080
2	2	1	PECH_005052	NCU05053
2	2	1	PECH_005058	NCU02269
2	2	1	PECH_005062	NCU12023
2	2	1	PECH_005065	NCU09959
2	2	1	PECH_005067	NCU02031
2	2	1	PECH_005070	NCU06090
2	2	1	PECH_005071	NCU05009
2	2	1	PECH_005072	NCU05008
2	2	1	PECH_005073	NCU06091
2	2	1	PECH_005074	NCU16947
2	2	1	PECH_005076	NCU06104
2	2	1	PECH_005077	NCU06105
2	2	1	PECH_005078	NCU03240
2	2	1	PECH_005081	NCU05006
2	2	1	PECH_005083	NCU02738
2	2	1	PECH_005084	NCU01422
2	2	1	PECH_005085	NCU08811
2	2	1	PECH_005086	NCU08810
2	2	1	PECH_005088	NCU10360
2	2	1	PECH_005089	NCU08804
2	2	1	PECH_005091	NCU09930
2	2	1	PECH_005092	NCU09931
2	2	1	PECH_000041	NCU00711
2	2	1	PECH_005097	NCU08046
2	2	1	PECH_005100	NCU04380
2	2	1	PECH_005101	NCU04381
2	2	1	PECH_005102	NCU08694
2	2	1	PECH_005103	NCU08693
2	2	1	PECH_005105	NCU01857
2	2	1	PECH_005106	NCU01939
2	2	1	PECH_005108	NCU05488
2	2	1	PECH_005109	NCU05491
2	2	1	PECH_005111	NCU02677
2	2	1	PECH_005114	NCU08118
2	2	1	PECH_005115	NCU08119
2	2	1	PECH_005117	NCU02513
2	2	1	PECH_005119	NCU00979
2	2	1	PECH_005120	NCU00971
2	2	1	PECH_005121	NCU03295
2	2	1	PECH_005124	NCU05575
2	2	1	PECH_005126	NCU01906
2	2	1	PECH_005127	NCU08856
2	2	1	PECH_005129	NCU05578
2	2	1	PECH_005130	NCU05608
2	2	1	PECH_005131	NCU03358
2	2	1	PECH_005132	NCU11345
2	2	1	PECH_005133	NCU07014
2	2	1	PECH_005135	NCU07012
2	2	1	PECH_005139	NCU05232
2	2	1	PECH_005140	NCU05231
2	2	1	PECH_005141	NCU07938
2	2	1	PECH_005142	NCU00463
2	2	1	PECH_005143	NCU07828
2	2	1	PECH_005144	NCU06279
2	2	1	PECH_005146	NCU04292
2	2	1	PECH_005148	NCU07830
2	2	1	PECH_005150	NCU07473
2	2	1	PECH_005163	NCU01424
2	2	1	PECH_005165	NCU01108
2	2	1	PECH_005167	NCU03171
2	2	1	PECH_005168	NCU01086
2	2	1	PECH_005169	NCU07381
2	2	1	PECH_005170	NCU07382
2	2	1	PECH_005171	NCU02988
2	2	1	PECH_005173	NCU00519
2	2	1	PECH_005178	NCU07463
2	2	1	PECH_005179	NCU02343
2	2	1	PECH_005182	NCU11085
2	2	1	PECH_005183	NCU02982
2	2	1	PECH_005184	NCU02983
2	2	1	PECH_005185	NCU02689
2	2	1	PECH_005186	NCU02688
2	2	1	PECH_005187	NCU02693
2	2	1	PECH_005192	NCU07378
2	2	1	PECH_005194	NCU04207
2	2	1	PECH_005196	NCU03776
2	2	1	PECH_005197	NCU03223
2	2	1	PECH_005198	NCU02052
2	2	1	PECH_005199	NCU09880
2	2	1	PECH_005200	NCU09879
2	2	1	PECH_005203	NCU11368
2	2	1	PECH_005205	NCU05922
2	2	1	PECH_005206	NCU03699
2	2	1	PECH_005209	NCU10852
2	2	1	PECH_005210	NCU05977
2	2	1	PECH_005213	NCU01376
2	2	1	PECH_005214	NCU01008
2	2	1	PECH_005215	NCU11102
2	2	1	PECH_005216	NCU04669
2	2	1	PECH_005217	NCU03651
2	2	1	PECH_005218	NCU08900
2	2	1	PECH_005221	NCU03789
2	2	1	PECH_005226	NCU03307
2	2	1	PECH_005227	NCU03306
2	2	1	PECH_005230	NCU00706
2	2	1	PECH_005233	NCU04496
2	2	1	PECH_005234	NCU03198
2	2	1	PECH_005236	NCU08961
2	2	1	PECH_000040	NCU03876
2	2	1	PECH_005240	NCU03312
2	2	1	PECH_005242	NCU06366
2	2	1	PECH_005243	NCU08556
2	2	1	PECH_005246	NCU08218
2	2	1	PECH_005247	NCU07117
2	2	1	PECH_005248	NCU07119
2	2	1	PECH_005249	NCU04326
2	2	1	PECH_005250	NCU08928
2	2	1	PECH_005251	NCU03603
2	2	1	PECH_005252	NCU03621
2	2	1	PECH_005253	NCU03617
2	2	1	PECH_000039	NCU03877
2	2	1	PECH_005256	NCU03616
2	2	1	PECH_005257	NCU01417
2	2	1	PECH_005261	NCU06919
2	2	1	PECH_005262	NCU05805
2	2	1	PECH_005263	NCU11406
2	2	1	PECH_005264	NCU04670
2	2	1	PECH_005265	NCU04457
2	2	1	PECH_005267	NCU01414
2	2	1	PECH_005269	NCU07018
2	2	1	PECH_005273	NCU03796
2	2	1	PECH_005274	NCU06682
2	2	1	PECH_005275	NCU06677
2	2	1	PECH_005276	NCU01381
2	2	1	PECH_005278	NCU09546
2	2	1	PECH_005281	NCU07774
2	2	1	PECH_005282	NCU06679
2	2	1	PECH_005283	NCU06678
2	2	1	PECH_005285	NCU03794
2	2	1	PECH_005286	NCU03795
2	2	1	PECH_005287	NCU01389
2	2	1	PECH_005288	NCU09541
2	2	1	PECH_005289	NCU04593
2	2	1	PECH_005290	NCU01903
2	2	1	PECH_005291	NCU03799
2	2	1	PECH_005293	NCU01386
2	2	1	PECH_005296	NCU03757
2	2	1	PECH_005298	NCU01380
2	2	1	PECH_005299	NCU09542
2	2	1	PECH_005300	NCU03756
2	2	1	PECH_000038	NCU03857
2	2	1	PECH_005302	NCU09974
2	2	1	PECH_005304	NCU03768
2	2	1	PECH_005305	NCU04158
2	2	1	PECH_005306	NCU03769
2	2	1	PECH_005307	NCU01199
2	2	1	PECH_005308	NCU09540
2	2	1	PECH_005309	NCU04655
2	2	1	PECH_005310	NCU01517
2	2	1	PECH_005311	NCU04201
2	2	1	PECH_005312	NCU11046
2	2	1	PECH_005313	NCU02463
2	2	1	PECH_005314	NCU08066
2	2	1	PECH_005316	NCU02600
2	2	1	PECH_005319	NCU00614
2	2	1	PECH_005323	NCU07320
2	2	1	PECH_005324	NCU02134
2	2	1	PECH_005326	NCU02133
2	2	1	PECH_005327	NCU02136
2	2	1	PECH_005328	NCU00671
2	2	1	PECH_005329	NCU00673
2	2	1	PECH_005330	NCU00809
2	2	1	PECH_005331	NCU01188
2	2	1	PECH_005332	NCU03591
2	2	1	PECH_005334	NCU04486
2	2	1	PECH_005336	NCU01856
2	2	1	PECH_005346	NCU00279
2	2	1	PECH_005348	NCU11109
2	2	1	PECH_005350	NCU04613
2	2	1	PECH_005352	NCU04258
2	2	1	PECH_005353	NCU09349
2	2	1	PECH_005355	NCU01036
2	2	1	PECH_005358	NCU04823
2	2	1	PECH_005359	NCU04247
2	2	1	PECH_005360	NCU17108
2	2	1	PECH_005361	NCU03926
2	2	1	PECH_005363	NCU10337
2	2	1	PECH_005365	NCU02850
2	2	1	PECH_005366	NCU04269
2	2	1	PECH_005367	NCU03875
2	2	1	PECH_005369	NCU03997
2	2	1	PECH_005370	NCU03998
2	2	1	PECH_005372	NCU04013
2	2	1	PECH_005373	NCU04230
2	2	1	PECH_005374	NCU04221
2	2	1	PECH_005375	NCU01399
2	2	1	PECH_005376	NCU01397
2	2	1	PECH_005377	NCU01398
2	2	1	PECH_005378	NCU01411
2	2	1	PECH_005381	NCU04224
2	2	1	PECH_005385	NCU06910
2	2	1	PECH_005386	NCU02381
2	2	1	PECH_005387	NCU16757
2	2	1	PECH_005388	NCU02380
2	2	1	PECH_005389	NCU09842
2	2	1	PECH_005391	NCU05077
2	2	1	PECH_005392	NCU05076
2	2	1	PECH_005393	NCU06881
2	2	1	PECH_005395	NCU02280
2	2	1	PECH_005396	NCU02425
2	2	1	PECH_005397	NCU02404
2	2	1	PECH_005398	NCU02403
2	2	1	PECH_005404	NCU00337
2	2	1	PECH_005405	NCU00105
2	2	1	PECH_005406	NCU05716
2	2	1	PECH_005407	NCU07842
2	2	1	PECH_005408	NCU06275
2	2	1	PECH_005409	NCU00018
2	2	1	PECH_005412	NCU00424
2	2	1	PECH_005413	NCU00421
2	2	1	PECH_005416	NCU00422
2	2	1	PECH_005418	NCU00162
2	2	1	PECH_005419	NCU00163
2	2	1	PECH_005420	NCU00164
2	2	1	PECH_005421	NCU08326
2	2	1	PECH_005423	NCU08663
2	2	1	PECH_005424	NCU06309
2	2	1	PECH_005425	NCU05245
2	2	1	PECH_005426	NCU09737
2	2	1	PECH_005428	NCU05210
2	2	1	PECH_005429	NCU05195
2	2	1	PECH_005430	NCU05213
2	2	1	PECH_005431	NCU08022
2	2	1	PECH_005432	NCU08688
2	2	1	PECH_005433	NCU08689
2	2	1	PECH_005436	NCU01192
2	2	1	PECH_005438	NCU01307
2	2	1	PECH_005440	NCU01258
2	2	1	PECH_005442	NCU06342
2	2	1	PECH_005443	NCU00295
2	2	1	PECH_005445	NCU01305
2	2	1	PECH_005446	NCU01267
2	2	1	PECH_005450	NCU07108
2	2	1	PECH_005452	NCU08718
2	2	1	PECH_005454	NCU00959
2	2	1	PECH_005456	NCU04401
2	2	1	PECH_005457	NCU10110
2	2	1	PECH_000028	NCU06939
2	2	1	PECH_005464	NCU05429
2	2	1	PECH_005465	NCU05430
2	2	1	PECH_005466	NCU05457
2	2	1	PECH_005467	NCU01587
2	2	1	PECH_005469	NCU06628
2	2	1	PECH_005472	NCU06230
2	2	1	PECH_005473	NCU00119
2	2	1	PECH_005475	NCU01181
2	2	1	PECH_005476	NCU04166
2	2	1	PECH_005477	NCU04165
2	2	1	PECH_005478	NCU01141
2	2	1	PECH_005479	NCU01142
2	2	1	PECH_005480	NCU16652
2	2	1	PECH_005481	NCU00059
2	2	1	PECH_005483	NCU07975
2	2	1	PECH_005487	NCU06191
2	2	1	PECH_005488	NCU01434
2	2	1	PECH_005489	NCU09677
2	2	1	PECH_005494	NCU00453
2	2	1	PECH_005495	NCU00450
2	2	1	PECH_005498	NCU00340
2	2	1	PECH_005500	NCU00722
2	2	1	PECH_005503	NCU05980
2	2	1	PECH_005504	NCU03732
2	2	1	PECH_005505	NCU00101
2	2	1	PECH_005507	NCU07732
2	2	1	PECH_005508	NCU01183
2	2	1	PECH_005509	NCU01184
2	2	1	PECH_005510	NCU01187
2	2	1	PECH_005511	NCU01186
2	2	1	PECH_005512	NCU07814
2	2	1	PECH_005513	NCU01433
2	2	1	PECH_005514	NCU03838
2	2	1	PECH_005515	NCU08998
2	2	1	PECH_005519	NCU01754
2	2	1	PECH_005520	NCU08919
2	2	1	PECH_005521	NCU06189
2	2	1	PECH_005523	NCU06485
2	2	1	PECH_005525	NCU00195
2	2	1	PECH_005530	NCU09858
2	2	1	PECH_005534	NCU01227
2	2	1	PECH_005535	NCU01229
2	2	1	PECH_005536	NCU08602
2	2	1	PECH_005537	NCU06861
2	2	1	PECH_005538	NCU00710
2	2	1	PECH_005539	NCU00150
2	2	1	PECH_005540	NCU00151
2	2	1	PECH_005547	NCU04744
2	2	1	PECH_000027	NCU09299
2	2	1	PECH_005555	NCU07258
2	2	1	PECH_005556	NCU07590
2	2	1	PECH_005557	NCU16773
2	2	1	PECH_005558	NCU07332
2	2	1	PECH_005559	NCU07661
2	2	1	PECH_005560	NCU07331
2	2	1	PECH_005561	NCU07330
2	2	1	PECH_005562	NCU04379
2	2	1	PECH_005563	NCU09730
2	2	1	PECH_005564	NCU09731
2	2	1	PECH_005565	NCU09732
2	2	1	PECH_005567	NCU07261
2	2	1	PECH_005570	NCU08594
2	2	1	PECH_005572	NCU05068
2	2	1	PECH_005573	NCU07264
2	2	1	PECH_005574	NCU07994
2	2	1	PECH_005575	NCU00552
2	2	1	PECH_005577	NCU04747
2	2	1	PECH_005586	NCU02762
2	2	1	PECH_005587	NCU02634
2	2	1	PECH_005588	NCU02707
2	2	1	PECH_005589	NCU07910
2	2	1	PECH_005590	NCU00302
2	2	1	PECH_005591	NCU00301
2	2	1	PECH_005592	NCU09384
2	2	1	PECH_005593	NCU02630
2	2	1	PECH_005594	NCU06035
2	2	1	PECH_005596	NCU09386
2	2	1	PECH_005599	NCU01197
2	2	1	PECH_005601	NCU01198
2	2	1	PECH_005603	NCU09104
2	2	1	PECH_005604	NCU08339
2	2	1	PECH_005608	NCU09157
2	2	1	PECH_005609	NCU03840
2	2	1	PECH_005610	NCU00801
2	2	1	PECH_005612	NCU01882
2	2	1	PECH_005616	NCU07005
2	2	1	PECH_005622	NCU01753
2	2	1	PECH_005627	NCU05580
2	2	1	PECH_005630	NCU09291
2	2	1	PECH_005631	NCU03274
2	2	1	PECH_005632	NCU03273
2	2	1	PECH_005633	NCU03276
2	2	1	PECH_005634	NCU09290
2	2	1	PECH_005636	NCU09288
2	2	1	PECH_005639	NCU00646
2	2	1	PECH_005641	NCU02570
2	2	1	PECH_005642	NCU02103
2	2	1	PECH_005643	NCU02104
2	2	1	PECH_005644	NCU10789
2	2	1	PECH_005645	NCU10788
2	2	1	PECH_005648	NCU00130
2	2	1	PECH_005649	NCU02617
2	2	1	PECH_005650	NCU02616
2	2	1	PECH_005651	NCU02615
2	2	1	PECH_005652	NCU02621
2	2	1	PECH_005654	NCU02067
2	2	1	PECH_005655	NCU02599
2	2	1	PECH_005656	NCU02619
2	2	1	PECH_005657	NCU06989
2	2	1	PECH_005658	NCU00914
2	2	1	PECH_005659	NCU05586
2	2	1	PECH_005665	NCU00587
2	2	1	PECH_005666	NCU08716
2	2	1	PECH_005670	NCU06850
2	2	1	PECH_005681	NCU01843
2	2	1	PECH_005682	NCU07271
2	2	1	PECH_005683	NCU03231
2	2	1	PECH_005686	NCU08895
2	2	1	PECH_005688	NCU04519
2	2	1	PECH_005690	NCU02363
2	2	1	PECH_005691	NCU05180
2	2	1	PECH_005692	NCU04512
2	2	1	PECH_005693	NCU04511
2	2	1	PECH_005696	NCU11417
2	2	1	PECH_005697	NCU02321
2	2	1	PECH_005698	NCU07457
2	2	1	PECH_005699	NCU04076
2	2	1	PECH_005700	NCU04523
2	2	1	PECH_005702	NCU01826
2	2	1	PECH_005703	NCU01824
2	2	1	PECH_005704	NCU03115
2	2	1	PECH_005705	NCU00712
2	2	1	PECH_005707	NCU02613
2	2	1	PECH_005709	NCU03113
2	2	1	PECH_005710	NCU00725
2	2	1	PECH_005711	NCU03116
2	2	1	PECH_005712	NCU06653
2	2	1	PECH_005713	NCU03117
2	2	1	PECH_005714	NCU16496
2	2	1	PECH_005715	NCU08627
2	2	1	PECH_005716	NCU05095
2	2	1	PECH_005717	NCU02815
2	2	1	PECH_005719	NCU04697
2	2	1	PECH_005720	NCU08042
2	2	1	PECH_005722	NCU00890
2	2	1	PECH_005724	NCU06059
2	2	1	PECH_005727	NCU06017
2	2	1	PECH_005728	NCU11300
2	2	1	PECH_005730	NCU00927
2	2	1	PECH_005731	NCU00928
2	2	1	PECH_005732	NCU00920
2	2	1	PECH_005733	NCU10055
2	2	1	PECH_005735	NCU06047
2	2	1	PECH_005736	NCU02117
2	2	1	PECH_005737	NCU02076
2	2	1	PECH_005740	NCU02460
2	2	1	PECH_005741	NCU02108
2	2	1	PECH_005742	NCU02107
2	2	1	PECH_005743	NCU09327
2	2	1	PECH_005745	NCU09165
2	2	1	PECH_005746	NCU12022
2	2	1	PECH_005747	NCU08375
2	2	1	PECH_005748	NCU06305
2	2	1	PECH_005749	NCU00522
2	2	1	PECH_005750	NCU03260
2	2	1	PECH_005752	NCU09374
2	2	1	PECH_005753	NCU08360
2	2	1	PECH_005754	NCU02525
2	2	1	PECH_005757	NCU10987
2	2	1	PECH_005758	NCU08356
2	2	1	PECH_005769	NCU09194
2	2	1	PECH_005772	NCU02302
2	2	1	PECH_005776	NCU07416
2	2	1	PECH_005777	NCU09331
2	2	1	PECH_005779	NCU05272
2	2	1	PECH_005780	NCU05276
2	2	1	PECH_005781	NCU16890
2	2	1	PECH_005782	NCU05274
2	2	1	PECH_005783	NCU05273
2	2	1	PECH_005784	NCU08048
2	2	1	PECH_005787	NCU07948
2	2	1	PECH_005791	NCU04799
2	2	1	PECH_005792	NCU04800
2	2	1	PECH_005793	NCU07057
2	2	1	PECH_005794	NCU07058
2	2	1	PECH_005795	NCU07076
2	2	1	PECH_005797	NCU08500
2	2	1	PECH_005801	NCU01540
2	2	1	PECH_005804	NCU09869
2	2	1	PECH_005805	NCU09492
2	2	1	PECH_005806	NCU07075
2	2	1	PECH_005808	NCU06066
2	2	1	PECH_005809	NCU08712
2	2	1	PECH_005811	NCU04777
2	2	1	PECH_005812	NCU08167
2	2	1	PECH_005813	NCU04156
2	2	1	PECH_005817	NCU04780
2	2	1	PECH_005818	NCU04082
2	2	1	PECH_005819	NCU01782
2	2	1	PECH_005821	NCU01779
2	2	1	PECH_005822	NCU01777
2	2	1	PECH_005823	NCU02559
2	2	1	PECH_005824	NCU05577
2	2	1	PECH_005825	NCU06756
2	2	1	PECH_005827	NCU07383
2	2	1	PECH_005828	NCU03029
2	2	1	PECH_005830	NCU05966
2	2	1	PECH_005831	NCU03127
2	2	1	PECH_005832	NCU03126
2	2	1	PECH_005834	NCU06450
2	2	1	PECH_005835	NCU06451
2	2	1	PECH_005836	NCU01170
2	2	1	PECH_005837	NCU06674
2	2	1	PECH_005838	NCU06676
2	2	1	PECH_005841	NCU09825
2	2	1	PECH_005842	NCU01116
2	2	1	PECH_005843	NCU01121
2	2	1	PECH_005844	NCU00060
2	2	1	PECH_005848	NCU04803
2	2	1	PECH_005849	NCU07756
2	2	1	PECH_005850	NCU09826
2	2	1	PECH_005851	NCU09688
2	2	1	PECH_005852	NCU00608
2	2	1	PECH_005853	NCU01897
2	2	1	PECH_005854	NCU04698
2	2	1	PECH_005855	NCU09982
2	2	1	PECH_005857	NCU02466
2	2	1	PECH_005858	NCU02464
2	2	1	PECH_005859	NCU00668
2	2	1	PECH_005860	NCU00667
2	2	1	PECH_005861	NCU00682
2	2	1	PECH_005862	NCU00609
2	2	1	PECH_005863	NCU00852
2	2	1	PECH_005864	NCU00536
2	2	1	PECH_005866	NCU00605
2	2	1	PECH_005869	NCU02150
2	2	1	PECH_005871	NCU11309
2	2	1	PECH_005872	NCU00659
2	2	1	PECH_005873	NCU00657
