#TF_ID	Family_ID	TSource_ID	Motif_ID	MSource_ID	DBID	TF_Name	TF_Species	TF_Status	Family_Name	DBDs	DBD_Count	Cutoff	DBID	Motif_Type	MSource_Identifier	MSource_Type	MSource_Author	MSource_Year	PMID	MSource_Version	SR_Model	SR_NoThreshold	TfSource_Name	TfSource_URL	TfSource_Year	TfSource_Month	TfSource_Day
T000244_2.00	F007_2.00	TS12_2.00	.	.	PDE_07445	PDE_07445	Penicillium_oxalicum	N	AFT	AFT	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T188267_2.00	F196_2.00	TS12_2.00	M09113_2.00	MS27_2.00	PDE_05162	PDE_05162	Penicillium_oxalicum	I	Forkhead	Forkhead	1	0.663506654180558	FOXK1_MOUSE.H11MO.0.A	Misc	HocoMoco	Misc	Kulakovskiy	2013	23175603	July 2014	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T188267_2.00	F196_2.00	TS12_2.00	M10527_2.00	MS59_2.00	PDE_05162	PDE_05162	Penicillium_oxalicum	I	Forkhead	Forkhead	1	0.663506654180558	V$FOXJ2_01	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T188267_2.00	F196_2.00	TS12_2.00	M10528_2.00	MS59_2.00	PDE_05162	PDE_05162	Penicillium_oxalicum	I	Forkhead	Forkhead	1	0.663506654180558	V$FOXJ2_02	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T188267_2.00	F196_2.00	TS12_2.00	M10556_2.00	MS59_2.00	PDE_05162	PDE_05162	Penicillium_oxalicum	I	Forkhead	Forkhead	1	0.663506654180558	V$HFH3_01	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T188267_2.00	F196_2.00	TS12_2.00	M10559_2.00	MS59_2.00	PDE_05162	PDE_05162	Penicillium_oxalicum	I	Forkhead	Forkhead	1	0.663506654180558	V$FKHL14_Q2	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T188268_2.00	F196_2.00	TS12_2.00	.	.	PDE_05254	PDE_05254	Penicillium_oxalicum	N	Forkhead	Forkhead	1	0.663506654180558	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T194656_2.00	F201_2.00	TS12_2.00	M01236_2.00	MS57_2.00	PDE_01531	PDE_01531	Penicillium_oxalicum	I	GATA	GATA	1	0.80190444105386	pTH9706	PBM	TF_Evolution	PBM	Lambert	2019	NULL	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T194657_2.00	F201_2.00	TS12_2.00	M01235_2.00	MS57_2.00	PDE_02029	PDE_02029	Penicillium_oxalicum	I	GATA	GATA	1	0.80190444105386	pTH8614	PBM	TF_Evolution	PBM	Lambert	2019	NULL	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T194658_2.00	F201_2.00	TS12_2.00	M02017_2.00	MS64_2.00	PDE_03334	PDE_03334	Penicillium_oxalicum	I	GATA	GATA	1	0.80190444105386	pTH8624	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T194658_2.00	F201_2.00	TS12_2.00	M03761_2.00	MS45_2.00	PDE_03334	PDE_03334	Penicillium_oxalicum	I	GATA	GATA	1	0.80190444105386	GATAe_1	SELEX	Nitta2015	SELEX	Nitta	2015	25779349	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T194658_2.00	F201_2.00	TS12_2.00	M03762_2.00	MS45_2.00	PDE_03334	PDE_03334	Penicillium_oxalicum	I	GATA	GATA	1	0.80190444105386	GATAe_2	SELEX	Nitta2015	SELEX	Nitta	2015	25779349	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T194658_2.00	F201_2.00	TS12_2.00	M03763_2.00	MS45_2.00	PDE_03334	PDE_03334	Penicillium_oxalicum	I	GATA	GATA	1	0.80190444105386	GATAe_3	SELEX	Nitta2015	SELEX	Nitta	2015	25779349	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T194658_2.00	F201_2.00	TS12_2.00	M06208_2.00	MS19_2.00	PDE_03334	PDE_03334	Penicillium_oxalicum	I	GATA	GATA	1	0.80190444105386	GATAe_SANGER_5_FBgn0038391	B1H	FlyFactorSurvey	B1H	Zhu	2011	21097781	July 2012	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T194658_2.00	F201_2.00	TS12_2.00	M10601_2.00	MS59_2.00	PDE_03334	PDE_03334	Penicillium_oxalicum	I	GATA	GATA	1	0.80190444105386	F$NIT2_01	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T194659_2.00	F201_2.00	TS12_2.00	.	.	PDE_07407	PDE_07407	Penicillium_oxalicum	N	GATA	GATA	1	0.80190444105386	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T194660_2.00	F201_2.00	TS12_2.00	M01237_2.00	MS57_2.00	PDE_07588	PDE_07588	Penicillium_oxalicum	I	GATA	GATA	1	0.80190444105386	pTH11832	PBM	TF_Evolution	PBM	Lambert	2019	NULL	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T194661_2.00	F201_2.00	TS12_2.00	M02016_2.00	MS64_2.00	PDE_08612	PDE_08612	Penicillium_oxalicum	I	GATA	GATA	1	0.80190444105386	pTH8611	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T194662_2.00	F201_2.00	TS12_2.00	M00049_2.00	MS01_2.00	PDE_08667	PDE_08667	Penicillium_oxalicum	I	GATA	GATA	1	0.80190444105386	GAT1_2166	PBM	Badis08	PBM	Badis	2008	19111667	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T194662_2.00	F201_2.00	TS12_2.00	M00051_2.00	MS01_2.00	PDE_08667	PDE_08667	Penicillium_oxalicum	I	GATA	GATA	1	0.80190444105386	GZF3_2167	PBM	Badis08	PBM	Badis	2008	19111667	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T194662_2.00	F201_2.00	TS12_2.00	M00052_2.00	MS01_2.00	PDE_08667	PDE_08667	Penicillium_oxalicum	I	GATA	GATA	1	0.80190444105386	DAL80_2083	PBM	Badis08	PBM	Badis	2008	19111667	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T194662_2.00	F201_2.00	TS12_2.00	M01546_2.00	MS63_2.00	PDE_08667	PDE_08667	Penicillium_oxalicum	I	GATA	GATA	1	0.80190444105386	Gat1	PBM	Zhu09	PBM	Zhu	2009	19158363	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T194662_2.00	F201_2.00	TS12_2.00	M01548_2.00	MS63_2.00	PDE_08667	PDE_08667	Penicillium_oxalicum	I	GATA	GATA	1	0.80190444105386	Gzf3	PBM	Zhu09	PBM	Zhu	2009	19158363	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T194662_2.00	F201_2.00	TS12_2.00	M07478_2.00	MS31_2.00	PDE_08667	PDE_08667	Penicillium_oxalicum	I	GATA	GATA	1	0.80190444105386	MA0300.1	PBM, CSA and or DIP-chip	JASPAR	JASPAR	Mathelier	2014	24194598	August 2014	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T194662_2.00	F201_2.00	TS12_2.00	M07480_2.00	MS31_2.00	PDE_08667	PDE_08667	Penicillium_oxalicum	I	GATA	GATA	1	0.80190444105386	MA0309.1	PBM, CSA and or DIP-chip	JASPAR	JASPAR	Mathelier	2014	24194598	August 2014	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T194662_2.00	F201_2.00	TS12_2.00	M07481_2.00	MS31_2.00	PDE_08667	PDE_08667	Penicillium_oxalicum	I	GATA	GATA	1	0.80190444105386	MA0289.1	PBM, CSA and or DIP-chip	JASPAR	JASPAR	Mathelier	2014	24194598	August 2014	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T194662_2.00	F201_2.00	TS12_2.00	M08560_2.00	MS13_2.00	PDE_08667	PDE_08667	Penicillium_oxalicum	I	GATA	GATA	1	0.80190444105386	YFL021W_962	Misc	DeBoer11	Misc	DeBoer	2011	22102575	June 2011	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T194662_2.00	F201_2.00	TS12_2.00	M08562_2.00	MS13_2.00	PDE_08667	PDE_08667	Penicillium_oxalicum	I	GATA	GATA	1	0.80190444105386	YJL110C_593	Misc	DeBoer11	Misc	DeBoer	2011	22102575	June 2011	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T194662_2.00	F201_2.00	TS12_2.00	M08564_2.00	MS13_2.00	PDE_08667	PDE_08667	Penicillium_oxalicum	I	GATA	GATA	1	0.80190444105386	YKR034W_1355	Misc	DeBoer11	Misc	DeBoer	2011	22102575	June 2011	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T194663_2.00	F201_2.00	TS12_2.00	.	.	PDE_09056	PDE_09056	Penicillium_oxalicum	N	GATA	GATA	1	0.80190444105386	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T199410_2.00	F215_2.00	TS12_2.00	.	.	PDE_04884	PDE_04884	Penicillium_oxalicum	N	Grainyhead	CP2	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T222107_2.00	F223_2.00	TS12_2.00	.	.	PDE_00454	PDE_00454	Penicillium_oxalicum	N	Homeodomain	Homeobox	1	0.598692764790911	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T222108_2.00	F223_2.00	TS12_2.00	M02074_2.00	MS64_2.00	PDE_03945	PDE_03945	Penicillium_oxalicum	I	Homeodomain	Homeobox	1	0.598692764790911	pTH5547	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T222108_2.00	F223_2.00	TS12_2.00	M02225_2.00	MS64_2.00	PDE_03945	PDE_03945	Penicillium_oxalicum	I	Homeodomain	Homeobox	1	0.598692764790911	pTH8911	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T222109_2.00	F223_2.00	TS12_2.00	M00399_2.00	MS06_2.00	PDE_03970	PDE_03970	Penicillium_oxalicum	I	Homeodomain	Homeobox	1	0.598692764790911	Pknox1_2364	PBM	Berger08	PBM	Berger	2008	18585359	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T222109_2.00	F223_2.00	TS12_2.00	M00407_2.00	MS06_2.00	PDE_03970	PDE_03970	Penicillium_oxalicum	I	Homeodomain	Homeobox	1	0.598692764790911	Meis1_2335	PBM	Berger08	PBM	Berger	2008	18585359	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T222109_2.00	F223_2.00	TS12_2.00	M00437_2.00	MS06_2.00	PDE_03970	PDE_03970	Penicillium_oxalicum	I	Homeodomain	Homeobox	1	0.598692764790911	Mrg1_2246	PBM	Berger08	PBM	Berger	2008	18585359	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T222109_2.00	F223_2.00	TS12_2.00	M00468_2.00	MS06_2.00	PDE_03970	PDE_03970	Penicillium_oxalicum	I	Homeodomain	Homeobox	1	0.598692764790911	Pknox2_3077	PBM	Berger08	PBM	Berger	2008	18585359	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T222109_2.00	F223_2.00	TS12_2.00	M00488_2.00	MS06_2.00	PDE_03970	PDE_03970	Penicillium_oxalicum	I	Homeodomain	Homeobox	1	0.598692764790911	Mrg2_2302	PBM	Berger08	PBM	Berger	2008	18585359	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T222109_2.00	F223_2.00	TS12_2.00	M00500_2.00	MS06_2.00	PDE_03970	PDE_03970	Penicillium_oxalicum	I	Homeodomain	Homeobox	1	0.598692764790911	Tgif1_2342	PBM	Berger08	PBM	Berger	2008	18585359	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T222109_2.00	F223_2.00	TS12_2.00	M00521_2.00	MS06_2.00	PDE_03970	PDE_03970	Penicillium_oxalicum	I	Homeodomain	Homeobox	1	0.598692764790911	Tgif2_3451	PBM	Berger08	PBM	Berger	2008	18585359	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T222109_2.00	F223_2.00	TS12_2.00	M02185_2.00	MS64_2.00	PDE_03970	PDE_03970	Penicillium_oxalicum	I	Homeodomain	Homeobox	1	0.598692764790911	pTH5781	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T222109_2.00	F223_2.00	TS12_2.00	M02740_2.00	MS32_2.00	PDE_03970	PDE_03970	Penicillium_oxalicum	I	Homeodomain	Homeobox	1	0.598692764790911	MEIS2_dimer	SELEX	Jolma2010	SELEX	Jolma	2010	20378718	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T222109_2.00	F223_2.00	TS12_2.00	M02741_2.00	MS32_2.00	PDE_03970	PDE_03970	Penicillium_oxalicum	I	Homeodomain	Homeobox	1	0.598692764790911	MEIS2_monomer	SELEX	Jolma2010	SELEX	Jolma	2010	20378718	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T222109_2.00	F223_2.00	TS12_2.00	M03123_2.00	MS33_2.00	PDE_03970	PDE_03970	Penicillium_oxalicum	I	Homeodomain	Homeobox	1	0.598692764790911	TGIF2_1	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T222109_2.00	F223_2.00	TS12_2.00	M03147_2.00	MS33_2.00	PDE_03970	PDE_03970	Penicillium_oxalicum	I	Homeodomain	Homeobox	1	0.598692764790911	MEIS2_1	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T222109_2.00	F223_2.00	TS12_2.00	M03148_2.00	MS33_2.00	PDE_03970	PDE_03970	Penicillium_oxalicum	I	Homeodomain	Homeobox	1	0.598692764790911	MEIS2_2	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T222109_2.00	F223_2.00	TS12_2.00	M03165_2.00	MS33_2.00	PDE_03970	PDE_03970	Penicillium_oxalicum	I	Homeodomain	Homeobox	1	0.598692764790911	MEIS1_1	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T222109_2.00	F223_2.00	TS12_2.00	M03171_2.00	MS33_2.00	PDE_03970	PDE_03970	Penicillium_oxalicum	I	Homeodomain	Homeobox	1	0.598692764790911	TGIF2LX_1	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T222109_2.00	F223_2.00	TS12_2.00	M03178_2.00	MS33_2.00	PDE_03970	PDE_03970	Penicillium_oxalicum	I	Homeodomain	Homeobox	1	0.598692764790911	PKNOX1_1	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T222109_2.00	F223_2.00	TS12_2.00	M03195_2.00	MS33_2.00	PDE_03970	PDE_03970	Penicillium_oxalicum	I	Homeodomain	Homeobox	1	0.598692764790911	PKNOX2_1	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T222109_2.00	F223_2.00	TS12_2.00	M03223_2.00	MS33_2.00	PDE_03970	PDE_03970	Penicillium_oxalicum	I	Homeodomain	Homeobox	1	0.598692764790911	TGIF1_1	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T222109_2.00	F223_2.00	TS12_2.00	M03261_2.00	MS33_2.00	PDE_03970	PDE_03970	Penicillium_oxalicum	I	Homeodomain	Homeobox	1	0.598692764790911	Meis2_1	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T222109_2.00	F223_2.00	TS12_2.00	M03262_2.00	MS33_2.00	PDE_03970	PDE_03970	Penicillium_oxalicum	I	Homeodomain	Homeobox	1	0.598692764790911	Meis2_2	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T222109_2.00	F223_2.00	TS12_2.00	M03270_2.00	MS33_2.00	PDE_03970	PDE_03970	Penicillium_oxalicum	I	Homeodomain	Homeobox	1	0.598692764790911	Pknox2_1	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T222109_2.00	F223_2.00	TS12_2.00	M03279_2.00	MS33_2.00	PDE_03970	PDE_03970	Penicillium_oxalicum	I	Homeodomain	Homeobox	1	0.598692764790911	Meis3_1	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T222109_2.00	F223_2.00	TS12_2.00	M03280_2.00	MS33_2.00	PDE_03970	PDE_03970	Penicillium_oxalicum	I	Homeodomain	Homeobox	1	0.598692764790911	Meis3_2	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T222109_2.00	F223_2.00	TS12_2.00	M03859_2.00	MS45_2.00	PDE_03970	PDE_03970	Penicillium_oxalicum	I	Homeodomain	Homeobox	1	0.598692764790911	vis_1	SELEX	Nitta2015	SELEX	Nitta	2015	25779349	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T222109_2.00	F223_2.00	TS12_2.00	M03860_2.00	MS45_2.00	PDE_03970	PDE_03970	Penicillium_oxalicum	I	Homeodomain	Homeobox	1	0.598692764790911	achi_1	SELEX	Nitta2015	SELEX	Nitta	2015	25779349	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T222109_2.00	F223_2.00	TS12_2.00	M03861_2.00	MS45_2.00	PDE_03970	PDE_03970	Penicillium_oxalicum	I	Homeodomain	Homeobox	1	0.598692764790911	achi_2	SELEX	Nitta2015	SELEX	Nitta	2015	25779349	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T222109_2.00	F223_2.00	TS12_2.00	M03862_2.00	MS45_2.00	PDE_03970	PDE_03970	Penicillium_oxalicum	I	Homeodomain	Homeobox	1	0.598692764790911	achi_3	SELEX	Nitta2015	SELEX	Nitta	2015	25779349	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T222109_2.00	F223_2.00	TS12_2.00	M05032_2.00	MS62_2.00	PDE_03970	PDE_03970	Penicillium_oxalicum	I	Homeodomain	Homeobox	1	0.598692764790911	TGIF2_eDBD_HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T222109_2.00	F223_2.00	TS12_2.00	M05033_2.00	MS62_2.00	PDE_03970	PDE_03970	Penicillium_oxalicum	I	Homeodomain	Homeobox	1	0.598692764790911	TGIF2_eDBD_Methyl-HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T222109_2.00	F223_2.00	TS12_2.00	M05034_2.00	MS62_2.00	PDE_03970	PDE_03970	Penicillium_oxalicum	I	Homeodomain	Homeobox	1	0.598692764790911	TGIF2_FL_HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T222109_2.00	F223_2.00	TS12_2.00	M05035_2.00	MS62_2.00	PDE_03970	PDE_03970	Penicillium_oxalicum	I	Homeodomain	Homeobox	1	0.598692764790911	TGIF2_FL_Methyl-HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T222109_2.00	F223_2.00	TS12_2.00	M05138_2.00	MS62_2.00	PDE_03970	PDE_03970	Penicillium_oxalicum	I	Homeodomain	Homeobox	1	0.598692764790911	MEIS2_eDBD_HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T222109_2.00	F223_2.00	TS12_2.00	M05139_2.00	MS62_2.00	PDE_03970	PDE_03970	Penicillium_oxalicum	I	Homeodomain	Homeobox	1	0.598692764790911	MEIS2_eDBD_Methyl-HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T222109_2.00	F223_2.00	TS12_2.00	M05140_2.00	MS62_2.00	PDE_03970	PDE_03970	Penicillium_oxalicum	I	Homeodomain	Homeobox	1	0.598692764790911	MEIS2_FL_HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T222109_2.00	F223_2.00	TS12_2.00	M05141_2.00	MS62_2.00	PDE_03970	PDE_03970	Penicillium_oxalicum	I	Homeodomain	Homeobox	1	0.598692764790911	MEIS2_FL_Methyl-HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T222109_2.00	F223_2.00	TS12_2.00	M05191_2.00	MS62_2.00	PDE_03970	PDE_03970	Penicillium_oxalicum	I	Homeodomain	Homeobox	1	0.598692764790911	TGIF2LX_eDBD_HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T222109_2.00	F223_2.00	TS12_2.00	M05192_2.00	MS62_2.00	PDE_03970	PDE_03970	Penicillium_oxalicum	I	Homeodomain	Homeobox	1	0.598692764790911	TGIF2LX_eDBD_Methyl-HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T222109_2.00	F223_2.00	TS12_2.00	M05193_2.00	MS62_2.00	PDE_03970	PDE_03970	Penicillium_oxalicum	I	Homeodomain	Homeobox	1	0.598692764790911	TGIF2LX_FL_HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T222109_2.00	F223_2.00	TS12_2.00	M05194_2.00	MS62_2.00	PDE_03970	PDE_03970	Penicillium_oxalicum	I	Homeodomain	Homeobox	1	0.598692764790911	TGIF2LX_FL_Methyl-HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T222109_2.00	F223_2.00	TS12_2.00	M05206_2.00	MS62_2.00	PDE_03970	PDE_03970	Penicillium_oxalicum	I	Homeodomain	Homeobox	1	0.598692764790911	PKNOX1_eDBD_HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T222109_2.00	F223_2.00	TS12_2.00	M05207_2.00	MS62_2.00	PDE_03970	PDE_03970	Penicillium_oxalicum	I	Homeodomain	Homeobox	1	0.598692764790911	PKNOX1_eDBD_Methyl-HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T222109_2.00	F223_2.00	TS12_2.00	M05208_2.00	MS62_2.00	PDE_03970	PDE_03970	Penicillium_oxalicum	I	Homeodomain	Homeobox	1	0.598692764790911	PKNOX1_FL_HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T222109_2.00	F223_2.00	TS12_2.00	M05209_2.00	MS62_2.00	PDE_03970	PDE_03970	Penicillium_oxalicum	I	Homeodomain	Homeobox	1	0.598692764790911	PKNOX1_FL_Methyl-HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T222109_2.00	F223_2.00	TS12_2.00	M05246_2.00	MS62_2.00	PDE_03970	PDE_03970	Penicillium_oxalicum	I	Homeodomain	Homeobox	1	0.598692764790911	PKNOX2_eDBD_HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T222109_2.00	F223_2.00	TS12_2.00	M05247_2.00	MS62_2.00	PDE_03970	PDE_03970	Penicillium_oxalicum	I	Homeodomain	Homeobox	1	0.598692764790911	PKNOX2_eDBD_Methyl-HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T222109_2.00	F223_2.00	TS12_2.00	M05313_2.00	MS62_2.00	PDE_03970	PDE_03970	Penicillium_oxalicum	I	Homeodomain	Homeobox	1	0.598692764790911	TGIF2LY_eDBD_HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T222109_2.00	F223_2.00	TS12_2.00	M05314_2.00	MS62_2.00	PDE_03970	PDE_03970	Penicillium_oxalicum	I	Homeodomain	Homeobox	1	0.598692764790911	TGIF2LY_eDBD_Methyl-HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T222109_2.00	F223_2.00	TS12_2.00	M05317_2.00	MS62_2.00	PDE_03970	PDE_03970	Penicillium_oxalicum	I	Homeodomain	Homeobox	1	0.598692764790911	TGIF1_eDBD_HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
